"Step","Grouped runs - collection/reward/mean_total_return_100","Grouped runs - collection/reward/mean_total_return_100__MIN","Grouped runs - collection/reward/mean_total_return_100__MAX"
"2000","-0.8999956846237183","-1.199995756149292","-0.5999956130981445"
"4000","-0.9837913289666176","-1.735924482345581","-0.2316581755876541"
"6000","-1.613775874177615","-2.7182935078938804","-0.5092582404613495"
"8000","-1.7635046876966953","-2.428363114595413","-1.0986462607979774"
"10000","-1.5708928674459457","-2.095873200893402","-1.0459125339984894"
"12000","-1.6751077187558014","-2.4600341618061066","-0.8901812757054964"
"14000","-1.6145813169756107","-2.4631547161511014","-0.7660079178001199"
"16000","-1.651162881636992","-2.4805493280291557","-0.8217764352448285"
"18000","-1.7389371364066997","-2.603094438711802","-0.8747798341015974"
"20000","-1.7584790917113424","-2.3476387679576876","-1.1693194154649973"
"22000","-1.8319491772827776","-2.4931311336430637","-1.1707672209224917"
"24000","-1.871602247313907","-2.605087732275327","-1.1381167623524864"
"26000","-1.8289215440073838","-2.5907125243773828","-1.067130563637385"
"28000","-1.8052121455382024","-2.4947230092116763","-1.1157012818647283"
"30000","-1.742266677940885","-2.3660023689270018","-1.1185309869547686"
"32000","-1.6854308835463598","-2.2659517861902714","-1.1049099809024483"
"34000","-1.628148063469459","-2.1346931479433002","-1.1216029789956177"
"36000","-1.616317860264745","-2.1166756107575364","-1.1159601097719536"
"38000","-1.61421926192155","-2.025058778100892","-1.2033797457422082"
"40000","-1.6579952667467295","-2.1044656459242104","-1.2115248875692486"
"42000","-1.6035784957486958","-1.9943113295095307","-1.212845661987861"
"44000","-1.5620779639787294","-1.8987180522897027","-1.2254378756677562"
"46000","-1.5753951514058788","-1.9138856854127801","-1.2369046173989773"
"48000","-1.5637743250311664","-1.8835139460861683","-1.2440347039761643"
"50000","-1.5880791855603458","-1.8825868260860443","-1.293571545034647"
"52000","-1.64994903259839","-1.9273261049619088","-1.3725719602348714"
"54000","-1.6903315165114623","-1.9595588611231909","-1.4211041718997337"
"56000","-1.6735491157243296","-1.9336973375507764","-1.4134008938978826"
"58000","-1.7008371682644918","-1.9213714466012757","-1.480302889927708"
"60000","-1.7521244685476025","-1.9951760957638423","-1.5090728413313628"
"62000","-1.7277501697141315","-1.9677801391770762","-1.4877202002511871"
"64000","-1.7650656318874098","-1.9808651013299823","-1.5492661624448374"
"66000","-1.7972169419694128","-1.938629088076678","-1.6558047958621473"
"68000","-1.83351703870165","-1.9786885582348879","-1.688345519168412"
"70000","-1.8933482979557343","-2.0068411103316715","-1.7798554855797972"
"72000","-1.9333939544546106","-2.0504882956544557","-1.8162996132547657"
"74000","-1.922881022548756","-2.0613897966372","-1.7843722484603122"
"76000","-1.977883200161159","-2.0970255599210135","-1.8587408404013044"
"78000","-1.9979149371099014","-2.1088442519689217","-1.886985622250881"
