"Step","Grouped runs - collection/reward/intrinsic_episode_reward_max","Grouped runs - collection/reward/intrinsic_episode_reward_max__MIN","Grouped runs - collection/reward/intrinsic_episode_reward_max__MAX"
"2000","24.62042236328125","24.271148681640625","24.969696044921875"
"4000","18.06980323791504","16.384857177734375","19.754749298095703"
"6000","17.301589965820312","13.486568450927734","21.11661148071289"
"8000","18.269583702087402","16.442523956298828","20.096643447875977"
"10000","16.61183261871338","13.572114944458008","19.65155029296875"
"12000","12.102012157440186","8.176468849182129","16.027555465698242"
"14000","14.232942581176758","11.769851684570312","16.696033477783203"
"16000","12.651428699493408","10.216800689697266","15.08605670928955"
"18000","12.202508449554443","9.06072998046875","15.344286918640137"
"20000","10.988351821899414","7.190762519836426","14.785941123962402"
"22000","12.767263412475586","11.130975723266602","14.40355110168457"
"24000","12.029687404632568","9.772892951965332","14.286481857299805"
"26000","10.861252784729004","9.138387680053711","12.584117889404297"
"28000","11.372088432312012","10.537161827087402","12.207015037536621"
"30000","9.86025094985962","9.312755584716797","10.407746315002441"
"32000","7.568323850631714","5.824573993682861","9.312073707580566"
"34000","7.572408676147461","5.994394302368164","9.150423049926758"
"36000","8.094196796417236","7.903571128845215","8.284822463989258"
"38000","7.334746599197388","5.791234493255615","8.87825870513916"
"40000","7.407521724700928","7.317681312561035","7.49736213684082"
"42000","7.210137367248535","6.535545349121094","7.884729385375977"
"44000","5.973273277282715","5.610708236694336","6.335838317871094"
"46000","7.199229717254639","7.166032791137695","7.232426643371582"
"48000","6.3182373046875","6.159505844116211","6.476968765258789"
"50000","5.94130539894104","5.898829460144043","5.983781337738037"
"52000","6.127765893936157","5.766532897949219","6.488998889923096"
"54000","5.402297735214233","5.2239909172058105","5.580604553222656"
"56000","5.837924242019653","5.075703144073486","6.60014533996582"
"58000","4.741048812866211","4.122227668762207","5.359869956970215"
"60000","4.787653207778931","4.303337574005127","5.271968841552734"
"62000","4.984033584594727","4.554837226867676","5.413229942321777"
"64000","4.811345100402832","3.4462265968322754","6.176463603973389"
"66000","3.4535568952560425","3.240356683731079","3.666757106781006"
"68000","3.3020344972610474","3.1985414028167725","3.4055275917053223"
"70000","3.307157516479492","3.0649194717407227","3.5493955612182617"
"72000","3.4033706188201904","3.051469087600708","3.755272150039673"
"74000","2.8741095066070557","2.521721839904785","3.226497173309326"
"76000","3.797201991081238","3.165133237838745","4.4292707443237305"
"78000","2.418210744857788","2.322462558746338","2.5139589309692383"
"80000","2.9118473529815674","2.7064151763916016","3.117279529571533"
"82000","2.78406822681427","2.7750160694122314","2.7931203842163086"
"84000","2.3336431980133057","2.074007511138916","2.5932788848876953"
"86000","2.4467447996139526","2.157654285430908","2.735835313796997"
"88000","2.3236780762672424","1.805695652961731","2.841660499572754"
"90000","1.7534003257751465","1.624201774597168","1.882598876953125"
"92000","2.2905330657958984","2.185760974884033","2.3953051567077637"
"94000","1.9868767261505127","1.5356733798980713","2.438080072402954"
"96000","1.7095032930374146","1.6170744895935059","1.8019320964813232"
"98000","1.6499236822128296","1.4530417919158936","1.8468055725097656"
"100000","1.8211355805397034","1.3733891248703003","2.2688820362091064"
"102000","1.5760186910629272","0.9328477382659912","2.2191896438598633"
"104000","1.7537261247634888","1.6832184791564941","1.8242337703704834"
"106000","1.7377322912216187","1.7348620891571045","1.7406024932861328"
"108000","1.824661374092102","1.6503092050552368","1.9990135431289673"
"110000","1.4447979927062988","1.3152927160263062","1.5743032693862915"
"112000","1.4543116092681885","1.1762948036193848","1.7323284149169922"
"114000","1.7530423402786255","1.665158987045288","1.840925693511963"
"116000","1.071109652519226","1.0235850811004639","1.1186342239379883"
"118000","1.211055874824524","1.141193151473999","1.2809185981750488"
"120000","1.1590718030929565","1.1486902236938477","1.1694533824920654"
"122000","1.2753287553787231","1.2086246013641357","1.3420329093933105"
"124000","0.9435282349586487","0.8002392053604126","1.0868172645568848"
"126000","1.1309931874275208","1.1012834310531616","1.1607029438018799"
"128000","1.0172207355499268","0.9831336736679077","1.0513077974319458"
"130000","0.9747568964958191","0.8251348733901978","1.1243789196014404"
