"Step","Grouped runs - collection/reward/mean_ext_return_100","Grouped runs - collection/reward/mean_ext_return_100__MIN","Grouped runs - collection/reward/mean_ext_return_100__MAX"
"2000","-0.8999956846237183","-1.199995756149292","-0.5999956130981445"
"4000","-1.3499957025051117","-1.79999577999115","-0.8999956250190735"
"6000","-1.6999954978624978","-2.199995517730713","-1.199995477994283"
"8000","-1.7999955117702484","-2.099995583295822","-1.4999954402446747"
"10000","-1.6799955487251284","-1.9199955940246582","-1.4399955034255982"
"12000","-1.6499955636759676","-2.099995573361715","-1.1999955539902203"
"14000","-1.5428527231727327","-2.057138442993164","-1.0285670033523016"
"16000","-1.5374956037849188","-2.0249956101179123","-1.0499955974519253"
"18000","-1.6666622940036986","-2.1999956369400024","-1.1333289510673947"
"20000","-1.7099956139922141","-2.1599956154823303","-1.2599956125020981"
"22000","-1.7999956052411688","-2.3454501520503652","-1.254541058431972"
"24000","-1.874995588014523","-2.499995599190394","-1.2499955768386524"
"26000","-1.8230725148549447","-2.446149459251991","-1.1999955704578986"
"28000","-1.8214241681354386","-2.357138463429042","-1.285709872841835"
"30000","-1.7599956025679906","-2.2399956146876017","-1.2799955904483795"
"32000","-1.724995612166822","-2.1749956235289574","-1.2749956008046865"
"34000","-1.676466211063023","-2.0470544578398027","-1.3058779642862433"
"36000","-1.6833289450241484","-2.033328955868885","-1.333328934179412"
"38000","-1.6894692875052777","-1.957890362018038","-1.4210482129925175"
"40000","-1.7249956043809676","-2.0399956364929723","-1.4099955722689628"
"42000","-1.6714241737233806","-1.9428527777748579","-1.3999955696719033"
"44000","-1.6227228642018088","-1.8545410810207945","-1.3909046473828228"
"46000","-1.6173868905429039","-1.8521695306443808","-1.3826042504414269"
"48000","-1.6124955863226282","-1.824995623373752","-1.3999955492715042"
"50000","-1.6439955759495568","-1.847995611518636","-1.4399955403804778"
"52000","-1.7076878777347002","-1.8923032983851114","-1.523072457084289"
"54000","-1.7444400081342084","-1.9111067068521759","-1.5777733094162412"
"56000","-1.7357098545746146","-1.8857098829267411","-1.5857098262224878"
"58000","-1.7689610946152807","-1.882754224204824","-1.6551679650257374"
"60000","-1.8199955722068808","-1.959995616550259","-1.6799955278635026"
"62000","-1.7999955723723153","-1.9354794920211955","-1.6645116527234354"
"64000","-1.8374955691746493","-1.9499956267653147","-1.724995511583984"
"66000","-1.8636319411862132","-1.9090865408606712","-1.8181773415117553"
"68000","-1.8970544014235684","-1.9588191676446727","-1.835289635202464"
"70000","-1.9542812918233072","-1.9885670688109842","-1.9199955148356302"
"72000","-1.999995578525386","-2.0333289661962226","-1.9666621908545494"
"74000","-1.9864820628854925","-2.043238867839456","-1.929725257931529"
"76000","-2.0447324200974535","-2.0842061568835946","-2.005258683311312"
"78000","-2.0615340379854854","-2.092303315091601","-2.0307647608793697"
"80000","-2.084995578257372","-2.144995620157579","-2.0249955363571646"
"82000","-2.1073126371586515","-2.1658492634027557","-2.0487760109145468"
"84000","-2.078566993302892","-2.142852751325292","-2.014281235280491"
"86000","-2.086042076375253","-2.1209258444607344","-2.051158308289772"
"88000","-2.099995565033437","-2.1818137894130647","-2.0181773406538097"
"90000","-2.119995560273532","-2.2133289357523203","-2.026662184794744"
"92000","-2.099995560028961","-2.1652129973892404","-2.0347781226686807"
"94000","-2.0744636476911813","-2.119144544243188","-2.029782751139174"
"96000","-2.06874556090528","-2.112495611654604","-2.024995510155956"
"98000","-2.063260871498869","-2.0938731656238834","-2.032648577373855"
"100000","-2.0459955691918776","-2.0759956150502057","-2.0159955233335496"
"102000","-2.023524985352865","-2.0705838535784595","-1.9764661171272706"
"104000","-2.0192263444957304","-2.053841770196772","-1.9846109187946888"
"106000","-2.0037691596473777","-2.0490522164640645","-1.9584861028306906"
"108000","-2.005551131007577","-2.077773386060648","-1.933328875954506"
"110000","-1.9799955755946361","-2.05090469711207","-1.9090864540772021"
"112000","-1.9553527219287576","-2.0357098945948775","-1.8749955492626376"
"114000","-1.973679793959391","-2.0315745571595616","-1.9157850307592206"
"116000","-1.9810300710193611","-2.068961133666601","-1.8930990083721209"
"118000","-1.9474532156361912","-2.0338939172357886","-1.8610125140365938"
"120000","-1.969995587735131","-2.059995608193185","-1.879995567277077"
"122000","-1.9672087027095913","-2.075405441994067","-1.8590119634251154"
"124000","-1.9887052627040058","-2.0806407627199026","-1.896769762688109"
"126000","-1.9619003474653298","-2.0571384587576524","-1.8666622361730074"
"128000","-1.968745587574091","-2.0343706064508353","-1.9031205686973465"
"130000","-1.984610974966339","-2.0861494556413303","-1.8830724942913477"
"132000","-1.986359229768547","-2.090904703341204","-1.8818137561958903"
"134000","-2.0059657401057818","-2.1134284518214357","-1.8985030283901283"
"136000","-2.0249955883742747","-2.135289730098761","-1.9147014466497883"
"138000","-2.0086912415111895","-2.121734741513717","-1.8956477415086619"
"140000","-2.005709874794957","-2.134281323349907","-1.8771384262400066"
"142000","-2.007037845038827","-2.1126716662985388","-1.9014040237791152"
"144000","-1.9999955945700032","-2.0833289475180234","-1.9166622416219827"
"146000","-2.009584632980297","-2.0794476663515202","-1.939721599609073"
"148000","-2.0108064053982937","-2.091887504758467","-1.9297253060381203"
"150000","-2.023995595708493","-2.135995615412794","-1.911995576004192"
"152000","-2.032890333093118","-2.1236798277909057","-1.9421008383953307"
"154000","-2.0337618279137817","-2.1116839292084264","-1.955839726619137"
"156000","-2.049995596530158","-2.138457160815599","-1.9615340322447175"
"158000","-2.0506285073777955","-2.149362709033718","-1.951894305721873"
"160000","-2.0474955975404043","-2.1299956218246394","-1.9649955732561692"
"162000","-2.0518474460522","-2.140736360691582","-1.962958531412818"
"164000","-2.045117545668493","-2.1512151332254112","-1.9390199581115743"
"166000","-2.0421642677925824","-2.146983567571427","-1.937344968013738"
"168000","-2.021424163430045","-2.1214241873384263","-1.9214241395216645"
"170000","-2.036466181045949","-2.1247014948638077","-1.9482308672280904"
"172000","-2.0372048974513692","-2.1069723580898967","-1.967437436812842"
"174000","-2.055168006385027","-2.1448231968129536","-1.9655128159571"
"176000","-2.062495593095879","-2.1613592497073144","-1.963631936484443"
"178000","-2.0730293009179057","-2.1707821285875357","-1.975276473248276"
"180000","-2.0633289255491594","-2.153328945082098","-1.9733289060162205"
"182000","-2.0604351507888747","-2.1494461617381395","-1.9714241398396102"
"184000","-2.0543434165701613","-2.126082570146284","-1.9826042629940384"
"186000","-2.061285910999745","-2.1290278686070323","-1.9935439533924573"
"188000","-2.0553147360959922","-2.1191445457253693","-1.991484926466615"
"190000","-2.0431534813540564","-2.1031535049567105","-1.9831534577514025"
"192000","-2.0406205886315263","-2.106245612236672","-1.9749955650263804"
"194000","-2.0257687859429234","-2.0845316956107762","-1.9670058762750704"
"196000","-2.011220079504564","-2.0755058162446534","-1.9469343427644747"
