"Step","Grouped runs - collection/reward/intrinsic_episode_reward_mean","Grouped runs - collection/reward/intrinsic_episode_reward_mean__MIN","Grouped runs - collection/reward/intrinsic_episode_reward_mean__MAX"
"518000","0.04137750528752804","0.035102326422929764","0.04765268415212631"
"520000","0.049365485087037086","0.04655401036143303","0.052176959812641144"
"522000","0.040200477465987206","0.03340807929635048","0.04699287563562393"
"524000","0.04700274020433426","0.04521346837282181","0.04879201203584671"
"526000","0.04824173077940941","0.04332979768514633","0.053153663873672485"
"528000","0.05378715507686138","0.041544754058122635","0.06602955609560013"
"530000","0.05424259044229984","0.050631504505872726","0.05785367637872696"
"532000","0.047806112095713615","0.04361594095826149","0.05199628323316574"
"534000","0.06294520013034344","0.044550519436597824","0.08133988082408905"
"536000","0.05234026163816452","0.036965347826480865","0.06771517544984818"
"538000","0.051728229969739914","0.04223043844103813","0.061226021498441696"
"540000","0.05120464041829109","0.04855477437376976","0.053854506462812424"
"542000","0.04995475150644779","0.039017099887132645","0.06089240312576294"
"544000","0.04961892031133175","0.03877096250653267","0.06046687811613083"
"546000","0.052784036844968796","0.05057802051305771","0.05499005317687988"
"548000","0.05206686444580555","0.047432467341423035","0.056701261550188065"
"550000","0.04912512190639973","0.042811356484889984","0.05543888732790947"
"552000","0.051332924515008926","0.0360618457198143","0.06660400331020355"
"554000","0.04944245517253876","0.038727350533008575","0.06015755981206894"
"556000","0.05832548812031746","0.045321159064769745","0.07132981717586517"
"558000","0.0488910973072052","0.038890499621629715","0.058891694992780685"
"560000","0.043811993673443794","0.04013948142528534","0.04748450592160225"
"562000","0.046193160116672516","0.03667525202035904","0.05571106821298599"
"564000","0.05089832283556461","0.03503543511033058","0.06676121056079865"
"566000","0.05474085360765457","0.03515271097421646","0.07432899624109268"
"568000","0.05014348588883877","0.03810508921742439","0.06218188256025314"
"570000","0.044519051909446716","0.03340918570756912","0.05562891811132431"
"572000","0.052558375522494316","0.04303953796625137","0.06207721307873726"
"574000","0.03885352984070778","0.03191611170768738","0.04579094797372818"
"576000","0.048217423260211945","0.041958101093769073","0.054476745426654816"
"578000","0.04259214363992214","0.035099100321531296","0.05008518695831299"
"580000","0.04748299904167652","0.03329979628324509","0.061666201800107956"
"582000","0.04832218959927559","0.033825814723968506","0.06281856447458267"
"584000","0.041082773357629776","0.03081357479095459","0.05135197192430496"
"586000","0.04497009515762329","0.035989951342344284","0.0539502389729023"
"588000","0.039291078224778175","0.03523755073547363","0.04334460571408272"
"590000","0.049377959221601486","0.04148455709218979","0.057271361351013184"
"592000","0.04366808943450451","0.035750437527894974","0.051585741341114044"
"594000","0.04947374574840069","0.03867562115192413","0.06027187034487724"
"596000","0.04251936450600624","0.040360212326049805","0.04467851668596268"
"598000","0.0421295128762722","0.031827621161937714","0.05243140459060669"
"600000","0.042739247903227806","0.034149348735809326","0.051329147070646286"
"602000","0.04810590296983719","0.04097406566143036","0.05523774027824402"
"604000","0.043867237865924835","0.03403853625059128","0.05369593948125839"
"606000","0.049157820641994476","0.0441783145070076","0.054137326776981354"
"608000","0.0430020485073328","0.03403286263346672","0.05197123438119888"
"610000","0.04307578690350056","0.03229150548577309","0.05386006832122803"
"612000","0.04193636402487755","0.03289492055773735","0.050977807492017746"
"614000","0.04238459654152393","0.030948054045438766","0.0538211390376091"
"616000","0.04602615348994732","0.03975966200232506","0.05229264497756958"
"618000","0.04431629180908203","0.03497189283370972","0.053660690784454346"
"620000","0.04163464158773422","0.033367402851581573","0.04990188032388687"
"622000","0.040029688738286495","0.03101370297372341","0.04904567450284958"
"624000","0.03868555650115013","0.03664979711174965","0.04072131589055061"
"626000","0.044366730377078056","0.03504675254225731","0.053686708211898804"
"628000","0.04783955588936806","0.033147767186164856","0.06253134459257126"
"630000","0.045723965391516685","0.03447119519114494","0.05697673559188843"
"632000","0.0426573995500803","0.032356858253479004","0.052957940846681595"
"634000","0.04215149022638798","0.029188621789216995","0.05511435866355896"
"636000","0.04015878401696682","0.028967630118131638","0.051349937915802"
"638000","0.04914467316120863","0.029149314388632774","0.06914003193378448"
"640000","0.04202399030327797","0.03017479181289673","0.05387318879365921"
"642000","0.05080346763134003","0.04007846862077713","0.061528466641902924"
"644000","0.0428243400529027","0.02920219860970974","0.05644648149609566"
"646000","0.03931857645511627","0.027508128434419632","0.05112902447581291"
"648000","0.04380264598876238","0.028038060292601585","0.05956723168492317"
"650000","0.04443579912185669","0.03311704844236374","0.05575454980134964"
"652000","0.04799572564661503","0.039437856525182724","0.05655359476804733"
"654000","0.03718086611479521","0.027099302038550377","0.04726243019104004"
"656000","0.039406782016158104","0.026441913098096848","0.05237165093421936"
"658000","0.03880244307219982","0.0276339054107666","0.04997098073363304"
"660000","0.04144284315407276","0.03357682749629021","0.049308858811855316"
"662000","0.03877879027277231","0.02734764851629734","0.050209932029247284"
"664000","0.04150735028088093","0.03167708218097687","0.05133761838078499"
"666000","0.03719197027385235","0.02716498076915741","0.04721895977854729"
"668000","0.03830104507505894","0.03064020350575447","0.0459618866443634"
"670000","0.03947562351822853","0.03204810619354248","0.04690314084291458"
"672000","0.04351995699107647","0.03859264403581619","0.048447269946336746"
"674000","0.038666021078825","0.028538625687360764","0.04879341647028923"
"676000","0.04243246652185917","0.029758453369140625","0.05510647967457771"
"678000","0.04185293521732092","0.028009867295622826","0.05569600313901901"
"680000","0.040910602547228336","0.028037482872605324","0.05378372222185135"
"682000","0.04018784500658512","0.03325548768043518","0.04712020233273506"
"684000","0.03803324140608311","0.025243904441595078","0.050822578370571136"
"686000","0.03833153937011957","0.029228737577795982","0.04743434116244316"
"688000","0.03606684785336256","0.0305295679718256","0.04160412773489952"
"690000","0.037183238193392754","0.028383154422044754","0.04598332196474075"
"692000","0.03686218336224556","0.025454316288232803","0.048270050436258316"
"694000","0.04347164276987314","0.026021933183073997","0.06092135235667229"
"696000","0.03759824484586716","0.027214929461479187","0.04798156023025513"
"698000","0.05529703479260206","0.026687821373343468","0.08390624821186066"
"700000","0.03965482022613287","0.02521965466439724","0.0540899857878685"
"702000","0.037135882303118706","0.0241030715405941","0.05016869306564331"
"704000","0.040761019103229046","0.02808169461786747","0.05344034358859062"
"706000","0.03917911276221275","0.02521161362528801","0.0531466118991375"
"708000","0.03930732328444719","0.028878623619675636","0.04973602294921875"
"710000","0.036076465621590614","0.026666272431612015","0.045486658811569214"
"712000","0.0426560714840889","0.03313625231385231","0.052175890654325485"
"714000","0.04256410337984562","0.03170838952064514","0.0534198172390461"
"716000","0.0399393355473876","0.026491845026612282","0.05338682606816292"
"718000","0.036644493229687214","0.024479111656546593","0.048809874802827835"
"720000","0.035973601043224335","0.029835838824510574","0.042111363261938095"
"722000","0.039009422063827515","0.031273253262043","0.04674559086561203"
"724000","0.04161111265420914","0.03306899219751358","0.050153233110904694"
"726000","0.03812191914767027","0.03043224848806858","0.04581158980727196"
"728000","0.04348982870578766","0.03343202918767929","0.05354762822389603"
"730000","0.039289302192628384","0.02695777453482151","0.05162082985043526"
"732000","0.03899206127971411","0.03061235509812832","0.047371767461299896"
"734000","0.043321799486875534","0.031385645270347595","0.05525795370340347"
"736000","0.04244756978005171","0.028598373755812645","0.05629676580429077"
"738000","0.03610900044441223","0.028665930032730103","0.04355207085609436"
"740000","0.04058043099939823","0.03329102322459221","0.047869838774204254"
"742000","0.03938051499426365","0.02503739669919014","0.05372363328933716"
"744000","0.04139815364032984","0.026055121794342995","0.05674118548631668"
"746000","0.05125439167022705","0.040632039308547974","0.06187674403190613"
"748000","0.042088703252375126","0.029866358265280724","0.05431104823946953"
"750000","0.04197617061436176","0.028764251619577408","0.05518808960914612"
"752000","0.03694766666740179","0.027379820123314857","0.046515513211488724"
"754000","0.03507986105978489","0.028281565755605698","0.04187815636396408"
"756000","0.0391566501930356","0.02928287349641323","0.049030426889657974"
"758000","0.03576389327645302","0.026891883462667465","0.04463590309023857"
"760000","0.03988296166062355","0.027421027421951294","0.05234489589929581"
"762000","0.03985150717198849","0.03181688115000725","0.04788613319396973"
"764000","0.03654119372367859","0.025752004235982895","0.04733038321137428"
"766000","0.034076595678925514","0.02648692950606346","0.04166626185178757"
"768000","0.0356620978564024","0.02537243440747261","0.045951761305332184"
"770000","0.04202744923532009","0.032887451350688934","0.05116744711995125"
"772000","0.04207097180187702","0.03666066378355026","0.04748127982020378"
"774000","0.036954774521291256","0.02892495132982731","0.0449845977127552"
"776000","0.04008258320391178","0.029074210673570633","0.05109095573425293"
"778000","0.03981365077197552","0.029543880373239517","0.05008342117071152"
"780000","0.036927785724401474","0.028786402195692062","0.045069169253110886"
"782000","0.0408191317692399","0.027415180578827858","0.05422308295965195"
"784000","0.03746558539569378","0.03049469366669655","0.04443647712469101"
"786000","0.03703391831368208","0.028061410412192345","0.046006426215171814"
"788000","0.03511133883148432","0.028698021546006203","0.04152465611696243"
"790000","0.03254620637744665","0.02522406540811062","0.039868347346782684"
"792000","0.03779208846390247","0.02571716532111168","0.04986701160669327"
"794000","0.03996638115495443","0.030253490433096886","0.04967927187681198"
"796000","0.033925182186067104","0.025022199377417564","0.042828164994716644"
"798000","0.0381125183776021","0.026919150725007057","0.049305886030197144"
"800000","0.03507841844111681","0.026885872706770897","0.04327096417546272"
"802000","0.034785631112754345","0.025775248184800148","0.04379601404070854"
"804000","0.03293217625468969","0.029062042012810707","0.03680231049656868"
"806000","0.03575946018099785","0.0321122407913208","0.039406679570674896"
"808000","0.03162897005677223","0.026645395904779434","0.03661254420876503"
"810000","0.037079935893416405","0.027403194457292557","0.04675667732954025"
"812000","0.040376937948167324","0.031230485066771507","0.04952339082956314"
"814000","0.03628550097346306","0.02840900421142578","0.044161997735500336"
"816000","0.038292303681373596","0.03151267021894455","0.04507193714380264"
"818000","0.034269269555807114","0.030316680669784546","0.03822185844182968"
"820000","0.03385819587856531","0.02710430882871151","0.04061208292841911"
"822000","0.03400441072881222","0.02941088005900383","0.038597941398620605"
"824000","0.034595494158566","0.030118396505713463","0.03907259181141853"
"826000","0.039627715945243835","0.03179207071661949","0.04746336117386818"
"828000","0.0366729237139225","0.03162822872400284","0.04171761870384216"
"830000","0.03354827128350735","0.02641250565648079","0.040684036910533905"
"832000","0.03192125726491213","0.028492892161011696","0.03534962236881256"
"834000","0.03226134739816189","0.025797870010137558","0.03872482478618622"
"836000","0.03441803250461817","0.02847280539572239","0.04036325961351395"
"838000","0.03168958239257336","0.029815509915351868","0.033563654869794846"
"840000","0.034871213138103485","0.025797802954912186","0.043944623321294785"
"842000","0.04114677384495735","0.03407774120569229","0.04821580648422241"
"844000","0.04237201437354088","0.03008142113685608","0.05466260761022568"
"846000","0.03306676261126995","0.028675857931375504","0.0374576672911644"
"848000","0.03586664795875549","0.03208240121603012","0.039650894701480865"
"850000","0.031047511845827103","0.02758394181728363","0.034511081874370575"
"852000","0.03228885866701603","0.026197638362646103","0.038380078971385956"
"854000","0.03669073432683945","0.025763090699911118","0.047618377953767776"
"856000","0.0327411899343133","0.02520115114748478","0.040281228721141815"
