"Step","Grouped runs - collection/reward/intrinsic_episode_reward_mean","Grouped runs - collection/reward/intrinsic_episode_reward_mean__MIN","Grouped runs - collection/reward/intrinsic_episode_reward_mean__MAX"
"2000","0","0","0"
"4000","0.7324086427688599","0.12814247608184814","1.3366748094558716"
"6000","-0.473749577999115","-1.6830360889434814","0.7355369329452515"
"8000","-0.11269570142030716","-0.46681493520736694","0.24142353236675262"
"10000","0.39955003559589386","0.3650178909301758","0.43408218026161194"
"12000","-0.6961860954761505","-1.2808430194854736","-0.11152917146682739"
"14000","-0.3514274060726166","-0.6818827390670776","-0.020972073078155518"
"16000","-0.4072383129969239","-0.8023160099983215","-0.012160615995526314"
"18000","0.25886439718306065","0.016540158540010452","0.5011886358261108"
"20000","0.16563904285430908","-1.4201797246932983","1.7514578104019165"
"22000","0.13334545865654945","0.014750368893146515","0.2519405484199524"
"24000","0.39220936596393585","0.3633851110935211","0.4210336208343506"
"26000","-0.11675743758678436","-0.6182141304016113","0.3846992552280426"
"28000","0.3030057065188885","-0.046863652765750885","0.6528750658035278"
"30000","0.038965631276369095","0.03608238324522972","0.04184887930750847"
"32000","0.3671017587184906","0.29940080642700195","0.43480271100997925"
"34000","0.18837276101112366","-0.03455913066864014","0.41130465269088745"
"36000","0.3847910617478192","-0.010381965897977352","0.7799640893936157"
"38000","0.2235511913895607","0.22306251525878906","0.22403986752033234"
"40000","-0.08974398905411363","-0.16628719866275787","-0.01320077944546938"
"42000","0.08475252240896225","-0.03926555812358856","0.20877060294151306"
"44000","-0.09057141095399857","-0.2898790240287781","0.10873620212078094"
"46000","-0.3683779686689377","-0.4475783407688141","-0.2891775965690613"
"48000","0.20350031927227974","0.015031732618808746","0.39196890592575073"
"50000","0.22859974950551987","-0.0824599415063858","0.5396594405174255"
"52000","0.10330003499984741","-0.04581284523010254","0.25241291522979736"
"54000","-0.04028064012527466","-0.3976149559020996","0.3170536756515503"
"56000","0.27957131899893284","-0.03544057533144951","0.5945832133293152"
"58000","0.2350929006934166","0.22374911606311798","0.2464366853237152"
"60000","0.060539230704307556","0.0565938726067543","0.06448458880186081"
"62000","0.20347427763044834","0.05409412458539009","0.3528544306755066"
"64000","0.07815050706267357","0.013496659696102142","0.142804354429245"
"66000","-0.12606321647763252","-0.2650455832481384","0.012919150292873383"
"68000","-0.03142498433589935","-0.36219432950019836","0.29934436082839966"
"70000","-0.027615776285529137","-0.09119918197393417","0.0359676294028759"
"72000","0.26500325463712215","0.02185533568263054","0.5081511735916138"
"74000","-0.04442001134157181","-0.053848572075366974","-0.03499145060777664"
"76000","0.18703146278858185","0.1844465732574463","0.1896163523197174"
"78000","-0.05912555009126663","-0.1579591929912567","0.03970809280872345"
"80000","0.040359970182180405","-0.0978642925620079","0.1785842329263687"
"82000","0.15185858309268951","0.14990706741809845","0.15381009876728058"
"84000","0.2875335179269314","0.045888714492321014","0.5291783213615417"
"86000","0.21827853471040726","0.14067594707012177","0.29588112235069275"
"88000","0.0011770129203796387","-0.1423061192035675","0.14466014504432678"
"90000","0.05012207943946123","-0.01243828795850277","0.11268244683742523"
"92000","-0.004610065370798111","-0.0873405858874321","0.07812045514583588"
"94000","0.13473151437938213","0.03849911317229271","0.23096391558647156"
"96000","-0.046462565660476685","-0.15640848875045776","0.0634833574295044"
"98000","0.21688975114375353","-0.02745259366929531","0.46123209595680237"
"100000","0.18522971868515015","0.14991804957389832","0.22054138779640198"
