"Step","Grouped runs - collection/reward/mean_total_return_100","Grouped runs - collection/reward/mean_total_return_100__MIN","Grouped runs - collection/reward/mean_total_return_100__MAX"
"710000","-0.9417317563352117","-1.1072433658433147","-0.7762201468271087"
"712000","-0.9123333233613812","-1.0660044779296731","-0.7586621687930892"
"714000","-0.9006465951092832","-1.0481646737310804","-0.7531285164874862"
"716000","-0.8796726124845737","-1.0121886763948715","-0.7471565485742758"
"718000","-0.8589175201470789","-0.9944288347143447","-0.723406205579813"
"720000","-0.8440927291645494","-0.9764029364142334","-0.7117825219148654"
"722000","-0.8136905171566469","-0.9451916430745041","-0.6821893912387895"
"724000","-0.7927332908434619","-0.9207846669707215","-0.6646819147162023"
"726000","-0.7780066646782506","-0.9087534350011265","-0.6472598943553749"
"728000","-0.7599110982574349","-0.8907031624898082","-0.6291190340250614"
"730000","-0.7632900864946714","-0.8973899797111516","-0.6291901932781911"
"732000","-0.760338063197123","-0.8850516027718549","-0.6356245236223913"
"734000","-0.7423587840831897","-0.8606212172791129","-0.6240963508872664"
"736000","-0.726941136111418","-0.8425384221080457","-0.6113438501147903"
"738000","-0.7208700250573747","-0.8428480470465729","-0.5988920030681766"
"740000","-0.6998795241316839","-0.8013106496998808","-0.598448398563487"
"742000","-0.6912170343300386","-0.7953798841679236","-0.5870541844921536"
"744000","-0.6848746790680161","-0.7832419003726682","-0.5865074577633641"
"746000","-0.6811217745336762","-0.7827325512649259","-0.5795109978024265"
"748000","-0.666127904869063","-0.7705306015157839","-0.5617252082223422"
"750000","-0.6477627962188853","-0.7458673468412599","-0.5496582455965108"
"752000","-0.6236936354917998","-0.7213783509627683","-0.5260089200208313"
"754000","-0.5993543071417662","-0.7035259564424632","-0.4951826578410692"
"756000","-0.5720745896619337","-0.6848053335974691","-0.4593438457263983"
"758000","-0.5361187150866317","-0.6546724108624039","-0.4175650193108595"
"760000","-0.530378802621417","-0.6429952349531232","-0.4177623702897108"
"762000","-0.532913112158567","-0.6482217429595767","-0.41760448135755723"
