"Step","Grouped runs - collection/reward/extrinsic_episode_reward_mean","Grouped runs - collection/reward/extrinsic_episode_reward_mean__MIN","Grouped runs - collection/reward/extrinsic_episode_reward_mean__MAX"
"2000","-0.8999956846237183","-1.199995756149292","-0.5999956130981445"
"4000","-1.7999957203865051","-2.399995803833008","-1.1999956369400024"
"6000","-2.099995344877243","-3.5999951362609863","-0.5999955534934998"
"8000","-1.7999957203865051","-1.79999577999115","-1.7999956607818604"
"10000","-1.799995481967926","-2.3999953269958496","-1.1999956369400024"
"12000","-2.6999953985214233","-2.999995470046997","-2.3999953269958496"
"14000","-3.5999956130981445","-4.7999958992004395","-2.3999953269958496"
"16000","-2.999995708465576","-4.199995994567871","-1.7999954223632812"
"18000","-3.2999954223632812","-3.5999953746795654","-2.999995470046997"
"20000","-2.3999955654144287","-2.999995708465576","-1.7999954223632812"
"22000","-2.3999957740306854","-4.199995994567871","-0.5999955534934998"
"24000","-1.7999954223632812","-1.7999954223632812","-1.7999954223632812"
"26000","-0.8999956250190735","-1.199995756149292","-0.599995493888855"
"28000","-2.3999956250190735","-2.999995470046997","-1.79999577999115"
"30000","-2.399995505809784","-4.199995517730713","-0.599995493888855"
"32000","-1.1999953389167786","-1.7999951839447021","-0.599995493888855"
"34000","-4.499995946884155","-4.7999958992004395","-4.199995994567871"
"36000","-1.4999953508377075","-2.3999953269958496","-0.5999953746795654"
"38000","-3.5999956130981445","-3.5999958515167236","-3.5999953746795654"
"40000","-3.2999956905841827","-5.999995708465576","-0.5999956727027893"
"42000","-2.0999956130981445","-2.999995708465576","-1.199995517730713"
"44000","-1.4999954104423523","-2.3999950885772705","-0.5999957323074341"
"46000","-0.5999957218766667","-1.1999956369400024","0.00000419318666899926"
"48000","-3.29999577999115","-4.7999958992004395","-1.7999956607818604"
"50000","-1.7999956011772156","-1.79999577999115","-1.7999954223632812"
"52000","-2.399995803833008","-3.5999958515167236","-1.199995756149292"
"54000","-3.8999959230422974","-4.199995994567871","-3.5999958515167236"
"56000","-1.4999954104423523","-2.3999950885772705","-0.5999957323074341"
"58000","-2.3999956846237183","-2.999995708465576","-1.7999956607818604"
"60000","-0.2999955907464482","-0.5999955534934998","0.000004372000603325432"
"62000","-4.199995756149292","-4.199995994567871","-4.199995517730713"
"64000","-1.4999955296516418","-2.3999953269958496","-0.5999957323074341"
"66000","-3.599995493888855","-4.199995517730713","-2.999995470046997"
"68000","-0.5999954640865326","-0.5999955534934998","-0.5999953746795654"
"70000","-1.4999957382678986","-2.399995803833008","-0.5999956727027893"
"72000","-3.29999577999115","-3.5999958515167236","-2.999995708465576"
"74000","-2.0999957621097565","-3.5999958515167236","-0.5999956727027893"
"76000","-2.999995529651642","-4.799995422363281","-1.1999956369400024"
"78000","-2.099995791912079","-3.5999958515167236","-0.5999957323074341"
"80000","-4.7999958992004395","-5.399995803833008","-4.199995994567871"
"82000","-2.0999956130981445","-2.999995470046997","-1.199995756149292"
"84000","-1.499995768070221","-2.399995803833008","-0.5999957323074341"
"86000","-1.1999957263469696","-1.79999577999115","-0.5999956727027893"
"88000","-2.9999955892562866","-4.799995422363281","-1.199995756149292"
"90000","-2.6999955773353577","-3.5999953746795654","-1.79999577999115"
"92000","-2.399995267391205","-2.9999947547912598","-1.79999577999115"
"94000","-3.599995732307434","-5.399995803833008","-1.7999956607818604"
"96000","-2.3999950885772705","-2.999994993209839","-1.7999951839447021"
"98000","-2.999995708465576","-3.5999958515167236","-2.3999955654144287"
"100000","-1.4999957084655762","-1.79999577999115","-1.1999956369400024"
"102000","-0.8999956250190735","-1.199995517730713","-0.5999957323074341"
"104000","-1.4999957218765303","-2.999995708465576","0.0000042647125155781396"
"106000","-0.2999956801534154","-0.5999955534934998","0.00000419318666899926"
"108000","-1.499995470046997","-2.3999953269958496","-0.5999956130981445"
"110000","-1.4999955296516418","-2.3999953269958496","-0.5999957323074341"
"112000","-1.4999955892562866","-1.7999956607818604","-1.199995517730713"
"114000","-1.199995756149292","-1.79999577999115","-0.5999957323074341"
"116000","-1.7999955415725708","-2.999995231628418","-0.5999958515167236"
"118000","-2.999995708465576","-4.199995994567871","-1.7999954223632812"
"120000","-2.9999953508377075","-3.5999953746795654","-2.3999953269958496"
"122000","-3.5999956130981445","-4.199995994567871","-2.999995231628418"
"124000","-0.8999956250190735","-1.1999956369400024","-0.5999956130981445"
"126000","-1.1999957337975502","-2.399995803833008","0.000004336237907409668"
"128000","-1.499995768070221","-1.79999577999115","-1.199995756149292"
"130000","-1.1999957159162022","-2.399995803833008","0.000004372000603325432"
"132000","-2.399995803833008","-2.399995803833008","-2.399995803833008"
"134000","-2.999995470046997","-3.5999953746795654","-2.3999955654144287"
"136000","-2.09999543428421","-3.5999953746795654","-0.599995493888855"
"138000","-3.2999958395957947","-4.7999958992004395","-1.79999577999115"
"140000","-1.7999953031539917","-1.7999954223632812","-1.7999951839447021"
"142000","-2.0999956130981445","-2.399995803833008","-1.7999954223632812"
"144000","-1.4999954998493195","-2.3999953269958496","-0.5999956727027893"
"146000","-2.6999955773353577","-3.5999953746795654","-1.79999577999115"
"148000","-1.499995470046997","-1.7999954223632812","-1.199995517730713"
"150000","-2.6999958753585815","-4.199995994567871","-1.199995756149292"
"152000","-2.6999956369400024","-2.999995470046997","-2.399995803833008"
"154000","-0.29999581128367936","-0.5999958515167236","0.0000042289493649150245"
