"Step","Grouped runs - collection/reward/intrinsic_episode_reward_min","Grouped runs - collection/reward/intrinsic_episode_reward_min__MIN","Grouped runs - collection/reward/intrinsic_episode_reward_min__MAX"
"2000","0","0","0"
"4000","-0.0115619245916605","-0.05070839077234268","0.027584541589021683"
"6000","-0.445541188120842","-0.77182936668396","-0.119253009557724"
"8000","-0.35718654561787844","-0.7038345336914062","-0.010538557544350624"
"10000","-0.2594119906425476","-0.7059993743896484","0.18717539310455322"
"12000","-0.15688105672597885","-0.21496903896331787","-0.09879307448863983"
"14000","-0.1666175965219736","-0.28574132919311523","-0.047493863850831985"
"16000","-0.05714612640440464","-0.16477416455745697","0.05048191174864769"
"18000","-0.0725028533488512","-0.1331336349248886","-0.011872071772813797"
"20000","-0.018042550422251225","-0.05399801582098007","0.017912914976477623"
"22000","-0.007276952266693115","-0.03116331249475479","0.01660940796136856"
"24000","-0.09056664351373911","-0.1706610471010208","-0.010472239926457405"
"26000","-0.04735821788199246","-0.09298720210790634","-0.001729233656078577"
"28000","0.013722472358494997","0.013205194845795631","0.014239749871194363"
"30000","-0.07508543599396944","-0.12724308669567108","-0.0229277852922678"
"32000","-0.031870913691818714","-0.0345015749335289","-0.029240252450108528"
"34000","-0.028056177077814937","-0.06111408770084381","0.005001733545213938"
"36000","-0.13146112952381372","-0.23446351289749146","-0.028458746150135994"
"38000","-0.09238968789577484","-0.14609044790267944","-0.03868892788887024"
"40000","-0.0013533015735447407","-0.015589878894388676","0.012883275747299194"
"42000","-0.072831304743886","-0.12161186337471008","-0.024050746113061905"
"44000","-0.07014046236872673","-0.12151522189378738","-0.018765702843666077"
"46000","-0.18448960036039352","-0.2499154806137085","-0.11906372010707855"
"48000","-0.10457491781562567","-0.1839609593153","-0.025188876315951347"
"50000","-0.11321186274290085","-0.1505497694015503","-0.0758739560842514"
"52000","0.015773285180330276","-0.038817815482616425","0.07036438584327698"
"54000","-0.0419106325134635","-0.07135558873414993","-0.012465676292777061"
"56000","-0.06498994119465351","-0.08698360621929169","-0.042996276170015335"
"58000","-0.025460445322096348","-0.056174833327531815","0.005253942683339119"
"60000","-0.061023417860269547","-0.07928649336099625","-0.04276034235954285"
"62000","-0.037953538820147514","-0.04605702683329582","-0.029850050806999207"
"64000","0.015284978784620762","0.010924501344561577","0.019645456224679947"
"66000","-0.057342782616615295","-0.07541708648204803","-0.039268478751182556"
"68000","-0.0205442076548934","-0.02790028601884842","-0.013188129290938377"
"70000","-0.05290101980790496","-0.11578347533941269","0.009981435723602772"
"72000","-0.033339809626340866","-0.057496827095746994","-0.009182792156934738"
"74000","-0.021896541875321418","-0.043410249054431915","-0.0003828346962109208"
"76000","-0.0011154226958751678","-0.046056248247623444","0.04382540285587311"
"78000","0.0002284353831782937","-0.0017756149172782898","0.002232485683634877"
"80000","-0.04552902840077877","-0.05704353377223015","-0.03401452302932739"
"82000","0.0415772609267151","-0.000377602904336527","0.08353212475776672"
"84000","-0.04827960953116417","-0.11428521573543549","0.017725996673107147"
"86000","-0.06326987594366074","-0.10221657156944275","-0.024323180317878723"
"88000","-0.028161629161331803","-0.05579327791929245","-0.0005299804033711553"
"90000","-0.005168318748474121","-0.05710527300834656","0.046768635511398315"
"92000","-0.050815997645258904","-0.05353851243853569","-0.04809348285198212"
"94000","-0.012308562640100718","-0.01284109614789486","-0.011776029132306576"
"96000","-0.050959828491613735","-0.10202063620090485","0.00010097921767737716"
"98000","-0.05728594586253166","-0.13009013235569","0.015518240630626678"
"100000","-0.02276280359365046","-0.04470713809132576","-0.0008184690959751606"
"102000","-0.1252676509320736","-0.20538440346717834","-0.04515089839696884"
"104000","-0.010014014085754752","-0.022531727328896523","0.002503699157387018"
"106000","0.007008638232946396","-0.04135049879550934","0.05536777526140213"
"108000","-0.07640437030931935","-0.1534852385520935","0.0006764979334548116"
"110000","-0.0020713512785732746","-0.014183674938976765","0.010040972381830215"
"112000","-0.07144031301140785","-0.07207261025905609","-0.07080801576375961"
"114000","-0.037421931978315115","-0.08059617877006531","0.005752314813435078"
"116000","-0.05994809418916702","-0.08273133635520935","-0.037164852023124695"
"118000","0.000501821399666369","-0.0027121847961097956","0.0037158275954425335"
"120000","-0.008293817460071295","-0.01788490265607834","0.0012972677359357476"
"122000","0.02722563548013568","-0.0007111961022019386","0.0551624670624733"
"124000","0.007065273821353912","-0.0771939679980278","0.09132451564073563"
"126000","0.01572452951222658","0.0048716310411691666","0.026577427983283997"
"128000","-0.032627878710627556","-0.08699272572994232","0.02173696830868721"
"130000","-0.004850757890380919","-0.012915031984448433","0.003213516203686595"
"132000","-0.07839052518829703","-0.1419149488210678","-0.014866101555526257"
"134000","-0.003223814070224762","-0.028608202934265137","0.022160574793815613"
"136000","-0.05418791947886348","-0.11831334233283997","0.00993750337511301"
"138000","-0.12143316492438316","-0.16530165076255798","-0.07756467908620834"
"140000","-0.013003449887037277","-0.05154745280742645","0.025540553033351898"
"142000","-0.09058317542076111","-0.0993448868393898","-0.08182146400213242"
"144000","-0.013054061913862824","-0.018757961690425873","-0.007350162137299776"
"146000","-0.13612891733646393","-0.1507958620786667","-0.12146197259426117"
"148000","-0.016451173461973667","-0.03554953634738922","0.002647189423441887"
"150000","0.0353112043812871","0.0062852296978235245","0.06433717906475067"
"152000","-0.023096898687072098","-0.042448531836271286","-0.0037452655378729105"
"154000","0.0030902852304279804","-0.006638689897954464","0.012819260358810425"
"156000","-0.08620704337954521","-0.11782483756542206","-0.054589249193668365"
"158000","-0.012942994013428688","-0.015806518495082855","-0.010079469531774521"
"160000","0.003470150986686349","0.0028632204048335552","0.004077081568539143"
"162000","-0.018910400569438934","-0.025549903512001038","-0.012270897626876831"
"164000","0.015413321554660797","0.011110000312328339","0.019716642796993256"
"166000","-0.044737170450389385","-0.10924531519412994","0.019770974293351173"
"168000","-0.014495916664600372","-0.06386014819145203","0.03486831486225128"
"170000","-0.0310490052215755","-0.052864495664834976","-0.009233514778316021"
"172000","-0.023784400895237923","-0.0346699059009552","-0.012898895889520645"
"174000","-0.036980971693992615","-0.043267033994197845","-0.030694909393787384"
"176000","-0.016265117097645998","-0.046387847512960434","0.013857613317668438"
"178000","-0.03457861253991723","-0.06103944033384323","-0.00811778474599123"
"180000","-0.04713621735572815","-0.08296561241149902","-0.011306822299957275"
"182000","-0.025505545549094677","-0.07566170394420624","0.024650612846016884"
"184000","-0.08638340793550014","-0.19428884983062744","0.02152203395962715"
"186000","-0.03022719733417034","-0.07151040434837341","0.01105600968003273"
"188000","-0.09046971052885056","-0.1251838207244873","-0.055755600333213806"
"190000","-0.004986886866390705","-0.019450662657618523","0.009476888924837112"
"192000","-0.02594390045851469","-0.04603733867406845","-0.00585046224296093"
"194000","-0.013676336035132408","-0.05869559571146965","0.031342923641204834"
"196000","-0.031795934424735606","-0.06670880317687988","0.0031169343274086714"
"198000","-0.011267479043453932","-0.027860937640070915","0.005325979553163052"
"200000","-0.07268907874822617","-0.12313608825206757","-0.022242069244384766"
"202000","-0.06860831379890442","-0.07827461510896683","-0.05894201248884201"
"204000","-0.035019902512431145","-0.049967553466558456","-0.020072251558303833"
"206000","-0.12464135326445103","-0.2766849100589752","0.027402203530073166"
"208000","-0.028451579622924328","-0.07515126466751099","0.01824810542166233"
"210000","-0.008956871170084924","-0.01773027889430523","-0.00018346344586461782"
"212000","-0.0446322790812701","-0.09484440088272095","0.00557984272018075"
"214000","-0.10059317946434021","-0.12150377035140991","-0.07968258857727051"
"216000","-0.04798087291419506","-0.049920834600925446","-0.046040911227464676"
"218000","-0.04345700331032276","-0.0697219967842102","-0.017192009836435318"
"220000","0.010936668841168284","0.002917939331382513","0.018955398350954056"
"222000","-0.02476135455071926","-0.04166870564222336","-0.007854003459215164"
"224000","-0.0363698024302721","-0.0476115345954895","-0.025128070265054703"
"226000","-0.11880407482385635","-0.17504198849201202","-0.06256616115570068"
"228000","-0.07037906721234322","-0.07104828953742981","-0.06970984488725662"
"230000","-0.028603214072063565","-0.05550457537174225","-0.001701852772384882"
"232000","-0.0067198327742516994","-0.01782546378672123","0.004385798238217831"
"234000","-0.010906795039772987","-0.05833960324525833","0.03652601316571236"
