"Step","Grouped runs - collection/reward/mean_total_return_100","Grouped runs - collection/reward/mean_total_return_100__MIN","Grouped runs - collection/reward/mean_total_return_100__MAX"
"2000","15.600003719329834","15.300003051757812","15.900004386901855"
"4000","14.400003910064697","13.800004005432129","15.000003814697266"
"6000","14.200004259745281","13.300004323323568","15.100004196166992"
"8000","14.175004005432129","13.950003623962402","14.400004386901855"
"10000","14.340003967285156","13.98000373840332","14.700004196166992"
"12000","14.45000370343526","13.900003592173258","15.000003814697266"
"14000","14.528575147901263","14.01428917476109","15.042861121041435"
"16000","14.325003802776337","13.725003600120544","14.925004005432129"
"18000","14.400003804100884","13.833337042066786","14.966670566134983"
"20000","14.220003795623779","13.560003757476807","14.880003833770752"
"22000","14.400003823367033","13.827276489951394","14.97273115678267"
"24000","14.450003822644552","13.950003703435263","14.950003941853842"
"26000","14.423080701094406","13.823080723102276","15.023080679086538"
"28000","14.259269850594658","13.689964430672783","14.828575270516533"
"30000","14.318865807851155","13.777727699279785","14.860003916422526"
"32000","14.183812588453293","13.517621219158173","14.850003957748413"
"34000","14.04627976698034","13.251379181356992","14.841180352603688"
"36000","13.869677941004436","12.953286700778538","14.786069181230333"
"38000","13.55151024617647","12.541174512160453","14.561845980192485"
"40000","13.26612322330475","12.221062326431275","14.311184120178222"
"42000","12.881124269394647","11.773755595797585","13.98849294299171"
"44000","12.575774572112344","11.44390268759294","13.707646456631748"
"46000","12.221792563148167","11.131081290867018","13.312503835429316"
"48000","11.874383668104809","10.80159705877304","12.947170277436575"
"50000","11.538743677139282","10.499145755767822","12.578341598510741"
"52000","11.203964852369747","10.20448664518503","12.203443059554466"
"54000","10.898828347524008","9.894896145220157","11.902760549827859"
"56000","10.615531929901667","9.658693475382668","11.572370384420667"
"58000","10.281375041295743","9.310578697714313","11.252171384877172"
"60000","9.971669818957647","9.024238566557566","10.919101071357726"
"62000","9.652683759889296","8.699674656314235","10.605692863464355"
"64000","9.336693084798753","8.410150688141584","10.263235481455922"
"66000","9.05817430534146","8.140820836479014","9.975527774203908"
"68000","8.833021294982995","7.911166267359958","9.75487632260603"
"70000","8.602280519264085","7.703894479785647","9.500666558742523"
"72000","8.398850167377127","7.540307900143994","9.25739243461026"
"74000","8.220547206901216","7.40267508174922","9.038419332053211"
"76000","8.013871107838655","7.190233033738639","8.837509181938673"
"78000","7.831280655585802","7.043741823006899","8.618819488164705"
"80000","7.617305498570204","6.906475261598826","8.328135735541583"
"82000","7.42170617929319","6.731639679612183","8.111772678974198"
"84000","7.2442360917727155","6.549452792320933","7.939019391224498"
"86000","7.100546875665355","6.412029906067738","7.789063845262971"
"88000","6.953872823717326","6.266085002507845","7.641660644926808"
"90000","6.79373022530021","6.12708017124484","7.460380279355579"
"92000","6.662764686736804","6.0046258150275955","7.320903558446013"
"94000","6.514250835334446","5.850524508830239","7.177977161838653"
"96000","6.3782141632109415","5.725864914187696","7.030563412234187"
"98000","6.240624238765437","5.581736252871247","6.899512224659627"
"100000","6.090951975109055","5.444681043270975","6.737222906947136"
"102000","5.957389191788274","5.278373231727849","6.6364051518487"
"104000","5.8386929843019555","5.172004897666809","6.505381070937101"
"106000","5.739492460777807","5.091530038166861","6.387454883388753"
"108000","5.611321825094314","4.9372977842921735","6.2853458658964545"
"110000","5.492814653002742","4.862891297668896","6.122738008336587"
"112000","5.415442196893439","4.7911148036198155","6.0397695901670625"
"114000","5.304405963710067","4.7014713106480865","5.907340616772049"
"116000","5.197520490840142","4.604468054507442","5.790572927172842"
"118000","5.113597052811124","4.53072606173928","5.696468043882968"
"120000","5.003157085405352","4.430469171904648","5.575844998906056"
"122000","4.890331259249237","4.303670598545158","5.476991919953315"
"124000","4.804953213638416","4.227477884776289","5.382428542500542"
"126000","4.740874405277686","4.16341090245202","5.318337908103352"
"128000","4.641334276740963","4.091074256182765","5.1915942972991616"
"130000","4.558990258071572","3.9948067096133646","5.1231738065297785"
"132000","4.4695909272554815","3.90059912019889","5.038582734312072"
"134000","4.356689499030863","3.7917659691493237","4.921613028912402"
"136000","4.294602901928181","3.729266507181284","4.859939296675079"
"138000","4.217405327076119","3.6778044216469796","4.757006232505259"
"140000","4.146839127031022","3.6104037046033355","4.683274549458708"
"142000","4.068991187258138","3.536437942908788","4.601544431607488"
"144000","4.0099250488824","3.4654496642890282","4.554400433475773"
"146000","3.932797931932066","3.412058338280512","4.45353752558362"
"148000","3.85363107625823","3.352316371051947","4.3549457814645125"
"150000","3.799948203545064","3.30190905606995","4.297987351020177"
"152000","3.740070401231366","3.260497035912091","4.219643766550641"
"154000","3.700945627168063","3.227684889484632","4.174206364851494"
"156000","3.655053760934","3.180787629770258","4.129319892097742"
"158000","3.6217914923282835","3.1576018129369317","4.085981171719635"
"160000","3.5705440355290197","3.1349747843691147","4.006113286688924"
"162000","3.498888534327026","3.0765920855035938","3.9211849831504586"
"164000","3.4432845531633443","3.0408237910511473","3.845745315275541"
"166000","3.4033852630541714","2.999127652238022","3.807642873870321"
"168000","3.357307171343737","2.9437996702202196","3.7708146724672544"
"170000","3.312309945314465","2.9043705992510214","3.720249291377909"
"172000","3.2651433124975844","2.8517271997298788","3.67855942526529"
"174000","3.225750701935512","2.814416828137105","3.6370845757339194"
"176000","3.170535985957196","2.7506748251299458","3.5903971467844467"
"178000","3.0930565276518047","2.668093389643126","3.518019665660483"
"180000","3.0503846124487204","2.6137521137483417","3.487017111149099"
"182000","3.0020736769343226","2.5477080374321606","3.4564393164364846"
"184000","2.9648561424869317","2.5287721185924728","3.4009401663813903"
"186000","2.921553414900817","2.471484143537299","3.3716226862643355"
"188000","2.888890309878526","2.44109695100602","3.3366836687510317"
"190000","2.8534880369754605","2.4049140525197514","3.30206202143117"
"192000","2.8130486053269124","2.375806921753489","3.2502902889003358"
"194000","2.7853762826440644","2.3529414144085394","3.2178111508795895"
"196000","2.749176698019348","2.3065167102601607","3.191836685778535"
"198000","2.7320552010211454","2.2977060714473176","3.166404330594973"
"200000","2.6941542331734674","2.2527841683942826","3.135524297952652"
"202000","2.5393718249956145","2.095326850088313","2.983416799902916"
"204000","2.409421158195473","1.9751689222175628","2.8436733941733836"
"206000","2.2643965601036324","1.842357316883281","2.686435803323984"
"208000","2.1070465873787176","1.673172253044322","2.5409209217131137"
"210000","1.9648083344707266","1.5349089091736823","2.394707759767771"
"212000","1.8193941840017214","1.4081046688277274","2.2306836991757155"
"214000","1.671034456738271","1.2571154600102454","2.084953453466296"
"216000","1.540888071306981","1.1248577612359076","1.9569183813780546"
"218000","1.3984772280836477","0.9800425013620406","1.816911954805255"
"220000","1.241403159298934","0.829395593078807","1.653410725519061"
"222000","1.0692091149324552","0.6425771698076278","1.4958410600572825"
"224000","0.9123438149923458","0.4981735881883651","1.3265140417963266"
"226000","0.7642579041654244","0.3595670208055526","1.1689487875252962"
"228000","0.6507968764239922","0.24828534451313317","1.0533084083348512"
"230000","0.4863870422774926","0.06478274908848107","0.9079913354665041"
"232000","0.3549548577005044","-0.04667761596851051","0.7565873313695193"
"234000","0.2386222459608689","-0.14566034290008248","0.6229048348218202"
"236000","0.1261084725195542","-0.23985819193534552","0.49207513697445393"
"238000","0.04106826501432806","-0.2944106528442353","0.3765471828728914"
"240000","-0.04358453465159984","-0.3470210340898484","0.25985196478664874"
"242000","-0.10488046166952698","-0.3780261349957436","0.16826521165668964"
