"Step","Grouped runs - collection/reward/intrinsic_episode_reward_min","Grouped runs - collection/reward/intrinsic_episode_reward_min__MIN","Grouped runs - collection/reward/intrinsic_episode_reward_min__MAX"
"2000","2.4055979251861572","2.379784107208252","2.4314117431640625"
"4000","1.9486016035079956","1.8278119564056396","2.0693912506103516"
"6000","1.6961974501609802","1.1048320531845093","2.287562847137451"
"8000","1.809677243232727","1.6684694290161133","1.9508850574493408"
"10000","1.6262608766555786","1.2677531242370605","1.9847686290740967"
"12000","1.3278434872627258","0.8633472919464111","1.7923396825790405"
"14000","1.4204479455947876","1.1840872764587402","1.656808614730835"
"16000","1.2463325262069702","0.9435653686523438","1.5490996837615967"
"18000","1.1571621000766754","0.7497034668922424","1.5646207332611084"
"20000","1.1574219167232513","0.7570508122444153","1.5577930212020874"
"22000","1.2727164030075073","1.0329396724700928","1.5124931335449219"
"24000","1.1820961833000183","1.0656099319458008","1.2985824346542358"
"26000","1.044437825679779","0.9541611671447754","1.1347144842147827"
"28000","1.0824857950210571","1.0053958892822266","1.1595757007598877"
"30000","1.1209644079208374","1.1047124862670898","1.137216329574585"
"32000","0.8131841719150543","0.5465129017829895","1.0798554420471191"
"34000","0.7721678018569946","0.5942116975784302","0.9501239061355591"
"36000","0.7080977559089661","0.6004263162612915","0.8157691955566406"
"38000","0.699712336063385","0.6235579252243042","0.7758667469024658"
"40000","0.7102206349372864","0.6570377349853516","0.7634035348892212"
"42000","0.7109136581420898","0.6498875617980957","0.771939754486084"
"44000","0.5239734500646591","0.40380164980888367","0.6441452503204346"
"46000","0.7259929180145264","0.7177972793579102","0.7341885566711426"
"48000","0.6598268747329712","0.6538378000259399","0.6658159494400024"
"50000","0.6820040047168732","0.6379955410957336","0.7260124683380127"
"52000","0.6112503409385681","0.5437016487121582","0.678799033164978"
"54000","0.5926555693149567","0.5652109384536743","0.620100200176239"
"56000","0.6628933250904083","0.61122727394104","0.7145593762397766"
"58000","0.4826986938714981","0.3950503170490265","0.5703470706939697"
"60000","0.4604882597923279","0.44238710403442383","0.47858941555023193"
"62000","0.49398334324359894","0.3948645293712616","0.5931021571159363"
"64000","0.4626399278640747","0.3398486375808716","0.5854312181472778"
"66000","0.2978397309780121","0.27762043476104736","0.3180590271949768"
"68000","0.33310019969940186","0.3105809986591339","0.3556194007396698"
"70000","0.36464473605155945","0.3568890690803528","0.3724004030227661"
"72000","0.33543358743190765","0.2528124153614044","0.4180547595024109"
"74000","0.2848944514989853","0.21250233054161072","0.35728657245635986"
"76000","0.3472803682088852","0.3294021487236023","0.3651585876941681"
"78000","0.251007616519928","0.22868740558624268","0.2733278274536133"
"80000","0.2868770956993103","0.24850773811340332","0.3252464532852173"
"82000","0.23935937881469727","0.23878365755081177","0.23993510007858276"
"84000","0.2507983595132828","0.22556930780410767","0.2760274112224579"
"86000","0.22154463827610016","0.18683016300201416","0.25625911355018616"
"88000","0.21745456755161285","0.1471603810787201","0.2877487540245056"
"90000","0.20124320685863495","0.19119882583618164","0.21128758788108826"
"92000","0.22167779505252838","0.20187634229660034","0.24147924780845642"
"94000","0.185111403465271","0.17955881357192993","0.19066399335861206"
"96000","0.16136860102415085","0.13937197625637054","0.18336522579193115"
"98000","0.14146022126078606","0.09651216119527817","0.18640828132629395"
"100000","0.1778198480606079","0.09590044617652893","0.2597392499446869"
"102000","0.1907043680548668","0.11008928716182709","0.2713194489479065"
"104000","0.21835607290267944","0.21184220910072327","0.22486993670463562"
"106000","0.1722993552684784","0.15465803444385529","0.1899406760931015"
"108000","0.16900396347045898","0.1624189019203186","0.17558902502059937"
"110000","0.1566409021615982","0.1184152364730835","0.19486656785011292"
"112000","0.1506403684616089","0.1105586439371109","0.19072209298610687"
"114000","0.16162879765033722","0.13627183437347412","0.18698576092720032"
"116000","0.10150789096951485","0.09626714140176773","0.10674864053726196"
"118000","0.12212875485420227","0.10688558220863342","0.13737192749977112"
"120000","0.11428207904100418","0.0937071293592453","0.13485702872276306"
"122000","0.1644134819507599","0.1431192308664322","0.18570773303508759"
"124000","0.14859619364142418","0.12461071461439133","0.17258167266845703"
"126000","0.10390927642583847","0.08172208070755005","0.1260964721441269"
"128000","0.07575096935033798","0.04762822389602661","0.10387371480464935"
"130000","0.12478166818618774","0.12115469574928284","0.12840864062309265"
"132000","0.10100381821393967","0.07005620002746582","0.1319514364004135"
"134000","0.07273222878575325","0.06871765851974487","0.07674679905176163"
"136000","0.07332176901400089","0.035705652087926865","0.11093788594007492"
"138000","0.11280828714370728","0.09931820631027222","0.12629836797714233"
"140000","0.06144878640770912","0.0517730638384819","0.07112450897693634"
"142000","0.08245720714330673","0.06909395754337311","0.09582045674324036"
"144000","0.05273017846047878","0.04804176092147827","0.057418595999479294"
"146000","0.12047605961561203","0.07839654386043549","0.16255557537078857"
"148000","0.12036322057247162","0.09407177567481995","0.1466546654701233"
"150000","0.10433247685432434","0.09720036387443542","0.11146458983421326"
"152000","0.09560750424861908","0.09536217153072357","0.09585283696651459"
"154000","0.07372983172535896","0.054181598126888275","0.09327806532382965"
"156000","0.07992231845855713","0.06074775755405426","0.09909687936306"
"158000","0.11073922738432884","0.08485914021730423","0.13661931455135345"
"160000","0.08385422080755234","0.07856200635433197","0.0891464352607727"
"162000","0.059401072561740875","0.04806122928857803","0.07074091583490372"
"164000","0.05123741179704666","0.049379609525203705","0.05309521406888962"
"166000","0.07652594894170761","0.05856819450855255","0.09448370337486267"
"168000","0.0552457794547081","0.045192837715148926","0.06529872119426727"
"170000","0.09065485000610352","0.043313995003700256","0.13799570500850677"
"172000","0.03599720261991024","0.03443992882966995","0.03755447641015053"
"174000","0.0435070525854826","0.03382077440619469","0.05319333076477051"
"176000","0.0497109591960907","0.04367895424365997","0.05574296414852142"
"178000","0.06833445653319359","0.048964910209178925","0.08770400285720825"
"180000","0.067062022164464","0.04575251415371895","0.08837153017520905"
"182000","0.07555587589740753","0.0641191154718399","0.08699263632297516"
"184000","0.035102855414152145","0.030771292746067047","0.039434418082237244"
"186000","0.04450548253953457","0.025122810155153275","0.06388815492391586"
"188000","0.04247153364121914","0.04145990312099457","0.04348316416144371"
"190000","0.038844939321279526","0.026316888630390167","0.051372990012168884"
"192000","0.05490325018763542","0.04870399087667465","0.06110250949859619"
"194000","0.04095916263759136","0.021539930254220963","0.06037839502096176"
"196000","0.058698639273643494","0.04202042520046234","0.07537685334682465"
"198000","0.03322863206267357","0.022065818309783936","0.0443914458155632"
"200000","0.05031447671353817","0.035985227674245834","0.0646437257528305"
"202000","0.04769134148955345","0.04194217920303345","0.053440503776073456"
