frame,step,timestamp,eval_return_mean,eval_return_std,eval_return_min,eval_return_max,algorithm,environment,task,seed,eval_win_rate
2000,0,2026-06-06T10:25:38.296233,3.783228635787964,1.1687166690826416,1.162060260772705,5.849246025085449,qmix,smacv2,protoss_5_vs_5,101,0.0
4000,1,2026-06-06T10:28:10.359331,4.282097816467285,1.4851982593536377,2.211055040359497,7.742462158203125,qmix,smacv2,protoss_5_vs_5,101,0.0
6000,2,2026-06-06T10:31:21.315150,4.739070415496826,1.5646679401397705,2.548995018005371,9.3643217086792,qmix,smacv2,protoss_5_vs_5,101,0.0
8000,3,2026-06-06T10:34:35.428916,5.805213451385498,2.3805952072143555,2.5439696311950684,12.261306762695312,qmix,smacv2,protoss_5_vs_5,101,0.05000000074505806
10000,4,2026-06-06T10:37:49.660509,4.765828609466553,2.0203821659088135,2.90452241897583,10.770099639892578,qmix,smacv2,protoss_5_vs_5,101,0.0
12000,5,2026-06-06T10:41:03.403969,4.591080665588379,1.492050290107727,1.693467378616333,7.134421348571777,qmix,smacv2,protoss_5_vs_5,101,0.0
14000,6,2026-06-06T10:44:16.762773,4.843216419219971,1.5136698484420776,2.2223615646362305,8.331658363342285,qmix,smacv2,protoss_5_vs_5,101,0.0
16000,7,2026-06-06T10:47:28.944188,5.085113048553467,1.6355513334274292,2.0515074729919434,8.2198486328125,qmix,smacv2,protoss_5_vs_5,101,0.0
18000,8,2026-06-06T10:50:35.521453,5.913818836212158,2.541088581085205,2.767587661743164,14.070352554321289,qmix,smacv2,protoss_5_vs_5,101,0.10000000149011612
20000,9,2026-06-06T10:53:42.228803,5.61984920501709,2.2920804023742676,1.7814069986343384,9.840452194213867,qmix,smacv2,protoss_5_vs_5,101,0.0
22000,10,2026-06-06T10:56:45.047016,5.476444721221924,2.693859338760376,2.1005024909973145,14.070352554321289,qmix,smacv2,protoss_5_vs_5,101,0.05000000074505806
24000,11,2026-06-06T10:59:48.590604,5.967587471008301,2.714935779571533,2.267587661743164,12.361809730529785,qmix,smacv2,protoss_5_vs_5,101,0.10000000149011612
26000,12,2026-06-06T11:02:51.067613,4.349371910095215,2.5073673725128174,0.36180904507637024,9.095477104187012,qmix,smacv2,protoss_5_vs_5,101,0.0
28000,13,2026-06-06T11:05:52.836813,5.8530778884887695,2.3235018253326416,2.409547805786133,12.26130485534668,qmix,smacv2,protoss_5_vs_5,101,0.05000000074505806
30000,14,2026-06-06T11:08:57.025381,6.037123203277588,1.8738436698913574,2.57412052154541,10.596734046936035,qmix,smacv2,protoss_5_vs_5,101,0.0
32000,15,2026-06-06T11:12:00.891255,5.948430061340332,2.0074236392974854,2.412060260772705,10.25125503540039,qmix,smacv2,protoss_5_vs_5,101,0.05000000074505806
34000,16,2026-06-06T11:15:07.435648,6.045100688934326,1.4929609298706055,3.219849109649658,9.005025863647461,qmix,smacv2,protoss_5_vs_5,101,0.0
36000,17,2026-06-06T11:18:15.719475,4.841708183288574,1.533953070640564,2.895728588104248,9.874372482299805,qmix,smacv2,protoss_5_vs_5,101,0.0
38000,18,2026-06-06T11:21:24.066038,6.2118096351623535,2.705761432647705,3.540200710296631,16.180906295776367,qmix,smacv2,protoss_5_vs_5,101,0.05000000074505806
40000,19,2026-06-06T11:24:36.191788,5.68253755569458,1.4588273763656616,3.5665829181671143,9.296483039855957,qmix,smacv2,protoss_5_vs_5,101,0.0
42000,20,2026-06-06T11:27:47.571804,4.608731269836426,1.775894045829773,1.8580402135849,9.611809730529785,qmix,smacv2,protoss_5_vs_5,101,0.0
44000,21,2026-06-06T11:30:57.477597,5.1761932373046875,2.1382830142974854,1.1030150651931763,11.226130485534668,qmix,smacv2,protoss_5_vs_5,101,0.0
46000,22,2026-06-06T11:34:04.797084,4.978392124176025,1.4872641563415527,2.1796483993530273,7.879395961761475,qmix,smacv2,protoss_5_vs_5,101,0.0
48000,23,2026-06-06T11:37:09.221593,6.201444625854492,2.2893903255462646,3.1658291816711426,12.261306762695312,qmix,smacv2,protoss_5_vs_5,101,0.05000000074505806
50000,24,2026-06-06T11:40:13.897474,3.8653271198272705,1.6793699264526367,1.8894472122192383,8.08919620513916,qmix,smacv2,protoss_5_vs_5,101,0.0
52000,25,2026-06-06T11:43:20.010848,5.3354902267456055,2.108003616333008,2.0113065242767334,10.445980072021484,qmix,smacv2,protoss_5_vs_5,101,0.05000000074505806
54000,26,2026-06-06T11:46:26.958323,6.073367118835449,2.6054558753967285,2.251256227493286,12.201004981994629,qmix,smacv2,protoss_5_vs_5,101,0.10000000149011612
56000,27,2026-06-06T11:49:31.362410,4.81595516204834,1.3726218938827515,2.458542585372925,8.07160758972168,qmix,smacv2,protoss_5_vs_5,101,0.0
58000,28,2026-06-06T11:52:35.774074,4.894912242889404,1.331260323524475,2.2223618030548096,7.125628471374512,qmix,smacv2,protoss_5_vs_5,101,0.0
60000,29,2026-06-06T11:55:44.119410,6.042901992797852,1.8125417232513428,2.275125741958618,10.35175895690918,qmix,smacv2,protoss_5_vs_5,101,0.05000000074505806
62000,30,2026-06-06T11:58:51.156887,4.832412242889404,1.7422599792480469,1.7776381969451904,8.41080379486084,qmix,smacv2,protoss_5_vs_5,101,0.0
64000,31,2026-06-06T12:01:57.767511,4.9788312911987305,1.2309783697128296,3.017587900161743,7.576632499694824,qmix,smacv2,protoss_5_vs_5,101,0.0
66000,32,2026-06-06T12:05:07.444937,4.312248706817627,1.4852837324142456,1.613065481185913,6.871859550476074,qmix,smacv2,protoss_5_vs_5,101,0.0
68000,33,2026-06-06T12:08:16.434236,5.104019641876221,2.321688652038574,2.5929648876190186,12.371859550476074,qmix,smacv2,protoss_5_vs_5,101,0.05000000074505806
70000,34,2026-06-06T12:11:25.188533,5.880841255187988,2.2244138717651367,1.6042712926864624,10.814070701599121,qmix,smacv2,protoss_5_vs_5,101,0.0
72000,35,2026-06-06T12:14:32.459741,6.530213356018066,2.3176324367523193,2.6834170818328857,11.929648399353027,qmix,smacv2,protoss_5_vs_5,101,0.10000000149011612
74000,36,2026-06-06T12:17:39.601932,5.278328895568848,1.7444713115692139,2.4974873065948486,8.701004981994629,qmix,smacv2,protoss_5_vs_5,101,0.0
76000,37,2026-06-06T12:20:45.008806,4.742336750030518,1.4562270641326904,2.2399497032165527,8.060301780700684,qmix,smacv2,protoss_5_vs_5,101,0.0
