frame,step,timestamp,eval_return_mean,eval_return_std,eval_return_min,eval_return_max,algorithm,environment,task,seed,eval_win_rate
2000,0,2026-06-06T10:27:37.757843,4.13278865814209,1.946063756942749,1.8354270458221436,10.954773902893066,qmix,smacv2,protoss_5_vs_5,100,0.0
4000,1,2026-06-06T10:30:50.668198,3.7417712211608887,2.6785173416137695,0.7311557531356812,13.386935234069824,qmix,smacv2,protoss_5_vs_5,100,0.0
6000,2,2026-06-06T10:33:59.466176,4.493403911590576,1.8175379037857056,2.233668327331543,10.32160758972168,qmix,smacv2,protoss_5_vs_5,100,0.0
8000,3,2026-06-06T10:37:03.283788,5.1447858810424805,1.7782554626464844,1.7487437725067139,7.939698219299316,qmix,smacv2,protoss_5_vs_5,100,0.0
10000,4,2026-06-06T10:40:03.817125,4.578140735626221,1.8685872554779053,1.3165829181671143,9.021356582641602,qmix,smacv2,protoss_5_vs_5,100,0.0
12000,5,2026-06-06T10:43:04.639007,3.8678390979766846,1.7381893396377563,1.085427165031433,7.72864294052124,qmix,smacv2,protoss_5_vs_5,100,0.0
14000,6,2026-06-06T10:46:07.596714,5.941080570220947,2.9734420776367188,2.733668327331543,12.361808776855469,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
16000,7,2026-06-06T10:49:10.544738,5.464949607849121,2.662529468536377,2.0,12.532663345336914,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
18000,8,2026-06-06T10:52:16.530041,5.190892219543457,1.7153723239898682,1.798994779586792,8.140703201293945,qmix,smacv2,protoss_5_vs_5,100,0.0
20000,9,2026-06-06T10:55:23.018587,5.307412147521973,1.6411783695220947,2.693467378616333,9.216080665588379,qmix,smacv2,protoss_5_vs_5,100,0.0
22000,10,2026-06-06T10:58:31.547160,5.394786357879639,2.233048677444458,3.1582915782928467,12.261306762695312,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
24000,11,2026-06-06T11:01:40.047328,4.87845516204834,1.8437615633010864,2.291457414627075,9.115577697753906,qmix,smacv2,protoss_5_vs_5,100,0.0
26000,12,2026-06-06T11:04:51.227193,5.39007568359375,1.8769525289535522,3.288944721221924,12.462311744689941,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
28000,13,2026-06-06T11:08:02.432316,5.062751293182373,1.654436707496643,3.2864317893981934,9.444724082946777,qmix,smacv2,protoss_5_vs_5,100,0.0
30000,14,2026-06-06T11:11:14.022736,5.093969821929932,1.9730539321899414,1.6080400943756104,8.194723129272461,qmix,smacv2,protoss_5_vs_5,100,0.0
32000,15,2026-06-06T11:14:25.527638,4.493969917297363,2.0578646659851074,1.6683416366577148,11.39572811126709,qmix,smacv2,protoss_5_vs_5,100,0.0
34000,16,2026-06-06T11:17:35.810039,5.705151081085205,2.7090816497802734,2.2613065242767334,12.060300827026367,qmix,smacv2,protoss_5_vs_5,100,0.10000000149011612
36000,17,2026-06-06T11:20:45.458440,5.496106147766113,1.50413179397583,2.717336654663086,8.64824104309082,qmix,smacv2,protoss_5_vs_5,100,0.0
38000,18,2026-06-06T11:23:51.815799,5.297863960266113,1.490521788597107,2.9321606159210205,8.502511978149414,qmix,smacv2,protoss_5_vs_5,100,0.0
40000,19,2026-06-06T11:26:54.627383,5.603203296661377,1.6296634674072266,3.4786434173583984,10.452261924743652,qmix,smacv2,protoss_5_vs_5,100,0.0
42000,20,2026-06-06T11:29:56.827097,5.500942707061768,2.7822089195251465,1.850502371788025,14.100502014160156,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
