frame,step,timestamp,eval_return_mean,eval_return_std,eval_return_min,eval_return_max,algorithm,environment,task,seed,eval_win_rate
2000,0,2026-05-08T22:49:11.472246,5.7836809158325195,2.285972833633423,2.0097222328186035,10.32361125946045,qmix,smacv2,protoss_5_vs_5,101,0.0
4000,1,2026-05-08T22:50:54.595707,4.138889312744141,1.6667454242706299,1.7555557489395142,7.545833587646484,qmix,smacv2,protoss_5_vs_5,101,0.0
6000,2,2026-05-08T22:52:36.815265,5.507916450500488,2.666205644607544,2.2763888835906982,13.433332443237305,qmix,smacv2,protoss_5_vs_5,101,0.0
8000,3,2026-05-08T22:54:18.163018,5.297430515289307,2.8520138263702393,2.758333444595337,15.777776718139648,qmix,smacv2,protoss_5_vs_5,101,0.05000000074505806
10000,4,2026-05-08T22:56:00.183202,6.9472222328186035,1.6911821365356445,4.218055725097656,9.555556297302246,qmix,smacv2,protoss_5_vs_5,101,0.0
12000,5,2026-05-08T22:57:42.590154,6.2710418701171875,2.684296131134033,1.2319444417953491,13.666666030883789,qmix,smacv2,protoss_5_vs_5,101,0.05000000074505806
14000,6,2026-05-08T22:59:23.987601,6.852430820465088,3.0107555389404297,2.5527777671813965,13.666666984558105,qmix,smacv2,protoss_5_vs_5,101,0.05000000074505806
16000,7,2026-05-08T23:01:08.463336,6.522707939147949,2.2848174571990967,2.8930559158325195,11.444445610046387,qmix,smacv2,protoss_5_vs_5,101,0.10000000149011612
18000,8,2026-05-08T23:02:50.013547,5.532917022705078,2.0544848442077637,2.7138888835906982,10.877779006958008,qmix,smacv2,protoss_5_vs_5,101,0.0
20000,9,2026-05-08T23:04:31.385567,5.739513874053955,2.071150541305542,2.136111259460449,10.116666793823242,qmix,smacv2,protoss_5_vs_5,101,0.0
22000,10,2026-05-08T23:06:13.741940,5.940625190734863,2.7679452896118164,2.2277779579162598,15.777776718139648,qmix,smacv2,protoss_5_vs_5,101,0.05000000074505806
24000,11,2026-05-08T23:07:57.667579,6.720765113830566,2.568683624267578,2.820833683013916,14.002779006958008,qmix,smacv2,protoss_5_vs_5,101,0.05000000074505806
26000,12,2026-05-08T23:09:40.297998,6.021180152893066,1.284959316253662,3.5583336353302,8.440278053283691,qmix,smacv2,protoss_5_vs_5,101,0.0
28000,13,2026-05-08T23:11:22.106641,6.327361106872559,2.3898112773895264,3.219444751739502,13.322221755981445,qmix,smacv2,protoss_5_vs_5,101,0.0
30000,14,2026-05-08T23:13:05.569612,6.053055286407471,3.0518181324005127,2.2277779579162598,13.566667556762695,qmix,smacv2,protoss_5_vs_5,101,0.10000000149011612
32000,15,2026-05-08T23:14:48.442298,7.1158342361450195,2.541060209274292,2.555555582046509,11.933334350585938,qmix,smacv2,protoss_5_vs_5,101,0.0
34000,16,2026-05-08T23:16:31.111096,5.902569770812988,1.5367937088012695,2.4361112117767334,9.38888931274414,qmix,smacv2,protoss_5_vs_5,101,0.0
36000,17,2026-05-08T23:18:13.832818,6.0112504959106445,2.5548574924468994,2.198611259460449,11.311111450195312,qmix,smacv2,protoss_5_vs_5,101,0.0
38000,18,2026-05-08T23:19:56.093036,6.069028377532959,2.0676188468933105,2.577777862548828,10.277777671813965,qmix,smacv2,protoss_5_vs_5,101,0.0
40000,19,2026-05-08T23:21:37.562810,6.1884026527404785,2.0200493335723877,2.5777781009674072,9.45555591583252,qmix,smacv2,protoss_5_vs_5,101,0.0
42000,20,2026-05-08T23:23:19.513565,7.222777366638184,2.5401618480682373,2.8916664123535156,13.655555725097656,qmix,smacv2,protoss_5_vs_5,101,0.05000000074505806
44000,21,2026-05-08T23:25:03.201399,5.996180534362793,1.8723134994506836,3.277778148651123,10.111111640930176,qmix,smacv2,protoss_5_vs_5,101,0.0
46000,22,2026-05-08T23:26:48.211650,6.901806831359863,2.357621192932129,3.7555556297302246,11.220833778381348,qmix,smacv2,protoss_5_vs_5,101,0.0
48000,23,2026-05-08T23:28:27.553130,4.971388816833496,1.6652650833129883,2.6111111640930176,9.444443702697754,qmix,smacv2,protoss_5_vs_5,101,0.0
50000,24,2026-05-08T23:30:09.964859,6.067986488342285,2.497575521469116,2.788888931274414,14.94444465637207,qmix,smacv2,protoss_5_vs_5,101,0.0
52000,25,2026-05-08T23:31:55.634834,6.270138740539551,2.470888376235962,3.1777777671813965,12.0,qmix,smacv2,protoss_5_vs_5,101,0.0
54000,26,2026-05-08T23:33:37.930292,5.978818893432617,2.2883756160736084,2.5763890743255615,13.393054008483887,qmix,smacv2,protoss_5_vs_5,101,0.0
56000,27,2026-05-08T23:35:19.448505,6.046319484710693,1.924324631690979,2.629166603088379,9.699999809265137,qmix,smacv2,protoss_5_vs_5,101,0.0
58000,28,2026-05-08T23:37:02.500315,5.544930458068848,1.9321484565734863,3.366666793823242,11.241666793823242,qmix,smacv2,protoss_5_vs_5,101,0.0
60000,29,2026-05-08T23:38:43.405225,6.6770830154418945,1.9504472017288208,2.5333335399627686,9.808333396911621,qmix,smacv2,protoss_5_vs_5,101,0.0
