frame,step,timestamp,eval_return_mean,eval_return_std,eval_return_min,eval_return_max,algorithm,environment,task,seed,eval_win_rate
2000,0,2026-06-06T10:31:08.255778,3.5845916271209717,1.617613434791565,1.0495049953460693,6.731436252593994,qmix,smacv2,protoss_5_vs_5,102,0.0
4000,1,2026-06-06T10:34:24.717367,4.8649749755859375,2.4117584228515625,1.5544553995132446,12.168315887451172,qmix,smacv2,protoss_5_vs_5,102,0.0
6000,2,2026-06-06T10:37:39.547024,6.0522894859313965,2.716942548751831,2.748762607574463,12.080446243286133,qmix,smacv2,protoss_5_vs_5,102,0.10000000149011612
8000,3,2026-06-06T10:40:50.287625,4.873143196105957,1.7480040788650513,1.7957922220230103,8.15717887878418,qmix,smacv2,protoss_5_vs_5,102,0.0
10000,4,2026-06-06T10:43:59.627216,5.062190532684326,2.638200283050537,1.4455446004867554,11.928216934204102,qmix,smacv2,protoss_5_vs_5,102,0.05000000074505806
12000,5,2026-06-06T10:47:02.682289,5.256806373596191,2.2535829544067383,2.040841817855835,11.980199813842773,qmix,smacv2,protoss_5_vs_5,102,0.05000000074505806
14000,6,2026-06-06T10:50:05.014464,5.050370693206787,2.044099807739258,1.535891056060791,9.674505233764648,qmix,smacv2,protoss_5_vs_5,102,0.0
16000,7,2026-06-06T10:53:07.365142,5.588057041168213,2.0411810874938965,2.6212868690490723,12.079207420349121,qmix,smacv2,protoss_5_vs_5,102,0.05000000074505806
18000,8,2026-06-06T10:56:06.601843,4.589109420776367,1.9325135946273804,1.8304458856582642,10.146039962768555,qmix,smacv2,protoss_5_vs_5,102,0.0
20000,9,2026-06-06T10:59:09.108770,5.117079734802246,2.237926959991455,0.3861386179924011,10.267327308654785,qmix,smacv2,protoss_5_vs_5,102,0.0
22000,10,2026-06-06T11:02:12.224881,5.497772216796875,1.9456753730773926,3.326733112335205,10.643564224243164,qmix,smacv2,protoss_5_vs_5,102,0.0
24000,11,2026-06-06T11:05:16.915681,5.642326354980469,1.1492811441421509,3.3465347290039062,8.492574691772461,qmix,smacv2,protoss_5_vs_5,102,0.0
26000,12,2026-06-06T11:08:22.966804,3.9720916748046875,1.5200843811035156,0.3762376308441162,6.904702663421631,qmix,smacv2,protoss_5_vs_5,102,0.0
