frame,step,timestamp,eval_return_mean,eval_return_std,eval_return_min,eval_return_max,algorithm,environment,task,seed,eval_win_rate
2000,0,2026-04-23T14:19:11.924012,3.799999713897705,1.3157237768173218,1.1337499618530273,6.652500152587891,qmix,smacv2,protoss_5_vs_5,3,0.0
4000,1,2026-04-23T14:20:36.065319,3.835937976837158,1.5049729347229004,1.2574999332427979,6.680000305175781,qmix,smacv2,protoss_5_vs_5,3,0.0
6000,2,2026-04-23T14:22:01.908285,5.189374923706055,1.7440264225006104,2.3399999141693115,9.069999694824219,qmix,smacv2,protoss_5_vs_5,3,0.0
8000,3,2026-04-23T14:23:26.900780,5.44168758392334,1.5711532831192017,2.4200000762939453,7.950000762939453,qmix,smacv2,protoss_5_vs_5,3,0.0
10000,4,2026-04-23T14:24:50.958141,4.855813026428223,2.0509042739868164,1.3899999856948853,8.940001487731934,qmix,smacv2,protoss_5_vs_5,3,0.0
12000,5,2026-04-23T14:26:16.360076,5.324749946594238,2.230600595474243,1.8799999952316284,9.830001831054688,qmix,smacv2,protoss_5_vs_5,3,0.0
14000,6,2026-04-23T14:27:42.378544,5.623062610626221,1.4628177881240845,2.8187499046325684,8.51500129699707,qmix,smacv2,protoss_5_vs_5,3,0.0
16000,7,2026-04-23T14:29:06.570000,5.31768798828125,2.4822781085968018,0.830000102519989,10.987500190734863,qmix,smacv2,protoss_5_vs_5,3,0.0
18000,8,2026-04-23T14:30:31.795872,4.844375133514404,1.378222107887268,2.3037500381469727,7.600000858306885,qmix,smacv2,protoss_5_vs_5,3,0.0
20000,9,2026-04-23T14:31:57.067937,6.015124797821045,2.457624912261963,1.9187500476837158,12.100001335144043,qmix,smacv2,protoss_5_vs_5,3,0.05000000074505806
22000,10,2026-04-23T14:33:23.365525,4.570125102996826,1.6290416717529297,2.2174999713897705,7.71999979019165,qmix,smacv2,protoss_5_vs_5,3,0.0
24000,11,2026-04-23T14:34:57.491512,5.20593786239624,2.490187406539917,1.8537498712539673,10.235000610351562,qmix,smacv2,protoss_5_vs_5,3,0.0
26000,12,2026-04-23T14:36:26.666751,4.789187431335449,1.4441311359405518,2.239999771118164,8.0,qmix,smacv2,protoss_5_vs_5,3,0.0
28000,13,2026-04-23T14:37:59.365411,5.272313117980957,2.245889186859131,2.627500295639038,12.00000286102295,qmix,smacv2,protoss_5_vs_5,3,0.05000000074505806
30000,14,2026-04-23T14:39:28.525393,5.299875736236572,1.782472848892212,3.107499837875366,9.995001792907715,qmix,smacv2,protoss_5_vs_5,3,0.0
32000,15,2026-04-23T14:41:02.057893,5.2779998779296875,2.121361017227173,2.3262500762939453,10.972500801086426,qmix,smacv2,protoss_5_vs_5,3,0.0
34000,16,2026-04-23T14:42:33.831236,5.336999893188477,1.6882503032684326,2.648750066757202,10.100000381469727,qmix,smacv2,protoss_5_vs_5,3,0.05000000074505806
36000,17,2026-04-23T14:44:06.776920,5.800375461578369,1.6066051721572876,2.5900001525878906,8.710000991821289,qmix,smacv2,protoss_5_vs_5,3,0.0
38000,18,2026-04-23T14:45:39.790742,5.629749774932861,2.128437042236328,2.7200000286102295,10.610000610351562,qmix,smacv2,protoss_5_vs_5,3,0.05000000074505806
40000,19,2026-04-23T14:47:11.862650,5.212124824523926,1.6037791967391968,2.575000047683716,9.570001602172852,qmix,smacv2,protoss_5_vs_5,3,0.0
42000,20,2026-04-23T14:48:43.336382,5.807000160217285,1.57987642288208,3.791249990463257,9.039999961853027,qmix,smacv2,protoss_5_vs_5,3,0.0
