frame,step,timestamp,eval_return_mean,eval_return_std,eval_return_min,eval_return_max,algorithm,environment,task,seed,eval_win_rate
2000,0,2026-06-06T13:05:16.501071,3.3941586017608643,1.8448798656463623,0.5427135229110718,8.6444730758667,qmix,smacv2,protoss_5_vs_5,100,0.0
4000,1,2026-06-06T13:08:23.596167,3.784987211227417,1.8748509883880615,0.9246231317520142,8.118090629577637,qmix,smacv2,protoss_5_vs_5,100,0.0
6000,2,2026-06-06T13:11:35.601093,4.5136308670043945,1.5095958709716797,2.097989797592163,9.256280899047852,qmix,smacv2,protoss_5_vs_5,100,0.0
8000,3,2026-06-06T13:14:48.044200,4.741520404815674,2.24704909324646,1.3165829181671143,11.055276870727539,qmix,smacv2,protoss_5_vs_5,100,0.0
10000,4,2026-06-06T13:17:57.270188,6.175502777099609,3.2884521484375,2.0301506519317627,16.28140640258789,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
12000,5,2026-06-06T13:21:10.371077,5.538315773010254,2.6064302921295166,2.1105527877807617,12.369345664978027,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
14000,6,2026-06-06T13:24:24.054309,4.983102798461914,1.987160325050354,0.7977386713027954,8.682160377502441,qmix,smacv2,protoss_5_vs_5,100,0.0
16000,7,2026-06-06T13:27:38.369452,4.673995018005371,2.3028512001037598,0.8743718266487122,11.165828704833984,qmix,smacv2,protoss_5_vs_5,100,0.0
18000,8,2026-06-06T13:30:49.928109,5.435301780700684,1.30494225025177,3.219849109649658,9.035176277160645,qmix,smacv2,protoss_5_vs_5,100,0.0
20000,9,2026-06-06T13:34:15.200604,5.3691582679748535,1.6975936889648438,2.5829145908355713,8.399497032165527,qmix,smacv2,protoss_5_vs_5,100,0.0
22000,10,2026-06-06T13:37:26.990957,4.805653095245361,1.7932746410369873,1.839195966720581,8.251255989074707,qmix,smacv2,protoss_5_vs_5,100,0.0
24000,11,2026-06-06T13:40:41.616564,4.717902183532715,1.9447499513626099,1.677135705947876,8.693467140197754,qmix,smacv2,protoss_5_vs_5,100,0.0
26000,12,2026-06-06T13:43:59.303327,4.5478010177612305,1.1451678276062012,1.6733667850494385,6.834170341491699,qmix,smacv2,protoss_5_vs_5,100,0.0
28000,13,2026-06-06T13:47:13.500017,4.377261161804199,1.7449218034744263,2.1407034397125244,8.01256275177002,qmix,smacv2,protoss_5_vs_5,100,0.0
30000,14,2026-06-06T13:50:24.713462,4.393655776977539,1.7802724838256836,1.4572863578796387,8.267587661743164,qmix,smacv2,protoss_5_vs_5,100,0.0
32000,15,2026-06-06T13:53:39.969101,5.0416460037231445,2.8371787071228027,2.0439698696136475,12.402010917663574,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
34000,16,2026-06-06T13:56:51.930568,4.716269493103027,2.1992032527923584,0.8241206407546997,9.246231079101562,qmix,smacv2,protoss_5_vs_5,100,0.0
36000,17,2026-06-06T14:00:08.623935,5.1220479011535645,1.6839290857315063,2.4786431789398193,9.728643417358398,qmix,smacv2,protoss_5_vs_5,100,0.0
38000,18,2026-06-06T14:03:20.560465,4.877009391784668,2.551182270050049,2.2562813758850098,12.060301780700684,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
40000,19,2026-06-06T14:06:31.980991,4.778517723083496,1.4284393787384033,2.347989797592163,8.111808776855469,qmix,smacv2,protoss_5_vs_5,100,0.0
42000,20,2026-06-06T14:09:46.507152,5.499685764312744,2.9014980792999268,1.297738790512085,11.835426330566406,qmix,smacv2,protoss_5_vs_5,100,0.0
