frame,step,timestamp,eval_return_mean,eval_return_std,eval_return_min,eval_return_max,algorithm,environment,task,seed,eval_win_rate
2000,0,2026-05-22T11:12:40.166104,2.9780335426330566,1.066663146018982,1.3274059295654297,4.510460376739502,qmix,smacv2,protoss_5_vs_5,100,0.0
4000,1,2026-05-22T11:14:31.434234,2.6020398139953613,1.1129672527313232,1.0209205150604248,4.510460376739502,qmix,smacv2,protoss_5_vs_5,100,0.0
6000,2,2026-05-22T11:16:24.028941,4.078033447265625,1.4755223989486694,2.1213390827178955,8.627614974975586,qmix,smacv2,protoss_5_vs_5,100,0.0
8000,3,2026-05-22T11:18:16.169866,4.776987075805664,1.9183804988861084,1.6945607662200928,8.71966552734375,qmix,smacv2,protoss_5_vs_5,100,0.0
10000,4,2026-05-22T11:20:09.546485,5.334153175354004,1.8011552095413208,2.5031380653381348,9.012552261352539,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
12000,5,2026-05-22T11:22:01.406728,4.486872673034668,1.6662136316299438,2.026150703430176,8.40585708618164,qmix,smacv2,protoss_5_vs_5,100,0.0
14000,6,2026-05-22T11:23:54.068218,4.588075160980225,1.3482048511505127,2.624476909637451,7.413179874420166,qmix,smacv2,protoss_5_vs_5,100,0.0
16000,7,2026-05-22T11:25:46.375303,3.283891201019287,1.1832906007766724,1.104602575302124,6.138075351715088,qmix,smacv2,protoss_5_vs_5,100,0.0
18000,8,2026-05-22T11:27:39.569896,5.137709140777588,2.3123929500579834,1.5146442651748657,10.20920467376709,qmix,smacv2,protoss_5_vs_5,100,0.15000000596046448
20000,9,2026-05-22T11:29:31.566696,5.098221302032471,2.691925287246704,1.7468620538711548,11.799162864685059,qmix,smacv2,protoss_5_vs_5,100,0.15000000596046448
22000,10,2026-05-22T11:31:24.136394,3.8607211112976074,0.9095748662948608,2.1924686431884766,5.941422462463379,qmix,smacv2,protoss_5_vs_5,100,0.0
24000,11,2026-05-22T11:33:17.464681,4.263493537902832,1.8262770175933838,1.686192274093628,8.301255226135254,qmix,smacv2,protoss_5_vs_5,100,0.0
26000,12,2026-05-22T11:35:12.095780,5.268200874328613,1.329795479774475,2.798117160797119,7.489540100097656,qmix,smacv2,protoss_5_vs_5,100,0.0
28000,13,2026-05-22T11:37:05.995282,5.690690040588379,2.4474728107452393,3.0983264446258545,13.513598442077637,qmix,smacv2,protoss_5_vs_5,100,0.15000000596046448
30000,14,2026-05-22T11:38:59.933078,5.477614879608154,2.0351500511169434,2.652719736099243,9.551255226135254,qmix,smacv2,protoss_5_vs_5,100,0.0
32000,15,2026-05-22T11:40:54.237163,5.451778888702393,1.6739639043807983,3.1569039821624756,10.029288291931152,qmix,smacv2,protoss_5_vs_5,100,0.0
34000,16,2026-05-22T11:42:49.052243,5.720816135406494,2.4706478118896484,1.5062761306762695,10.209205627441406,qmix,smacv2,protoss_5_vs_5,100,0.10000000149011612
36000,17,2026-05-22T11:44:42.952425,5.116527080535889,1.855621576309204,1.6485354900360107,8.401674270629883,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
38000,18,2026-05-22T11:46:37.244691,4.561558723449707,1.455418586730957,2.569037675857544,7.287657260894775,qmix,smacv2,protoss_5_vs_5,100,0.0
40000,19,2026-05-22T11:48:30.610565,4.217886924743652,1.8150807619094849,1.9330545663833618,10.125523567199707,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
42000,20,2026-05-22T11:50:25.626611,4.508211612701416,1.6365939378738403,2.53556489944458,9.294979095458984,qmix,smacv2,protoss_5_vs_5,100,0.0
44000,21,2026-05-22T11:52:19.981615,4.791684150695801,2.0385024547576904,2.627614974975586,10.155858039855957,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
46000,22,2026-05-22T11:54:14.420373,4.918566703796387,1.5798892974853516,2.3933053016662598,8.042886734008789,qmix,smacv2,protoss_5_vs_5,100,0.0
48000,23,2026-05-22T11:56:08.039130,4.6095709800720215,1.1002237796783447,2.9330544471740723,7.213388919830322,qmix,smacv2,protoss_5_vs_5,100,0.0
50000,24,2026-05-22T11:58:01.083780,4.1365580558776855,1.1810939311981201,1.976987600326538,6.552300930023193,qmix,smacv2,protoss_5_vs_5,100,0.0
52000,25,2026-05-22T11:59:55.726041,5.036453723907471,1.3452653884887695,3.0627613067626953,8.14225959777832,qmix,smacv2,protoss_5_vs_5,100,0.0
54000,26,2026-05-22T12:01:49.893550,5.084100246429443,2.020664691925049,1.6537656784057617,10.292886734008789,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
56000,27,2026-05-22T12:03:44.827611,4.961820602416992,1.5500435829162598,1.8912134170532227,9.029288291931152,qmix,smacv2,protoss_5_vs_5,100,0.0
58000,28,2026-05-22T12:05:39.046046,5.405753135681152,1.7697457075119019,2.451882839202881,10.175731658935547,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
60000,29,2026-05-22T12:07:32.869185,4.546077251434326,1.9150735139846802,2.395397424697876,10.350418090820312,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
62000,30,2026-05-22T12:09:26.683429,4.3045501708984375,1.4084546566009521,2.7949793338775635,7.456067085266113,qmix,smacv2,protoss_5_vs_5,100,0.0
64000,31,2026-05-22T12:11:22.981099,4.612029075622559,1.736517071723938,1.536610722541809,9.740586280822754,qmix,smacv2,protoss_5_vs_5,100,0.0
66000,32,2026-05-22T12:13:17.192410,4.924790382385254,1.934985637664795,1.2730125188827515,10.309623718261719,qmix,smacv2,protoss_5_vs_5,100,0.05000000074505806
