"Step","Grouped runs - mean_ext_return_100","Grouped runs - mean_ext_return_100__MIN","Grouped runs - mean_ext_return_100__MAX"
"2000","0.040952380952380955","0","0.06904761904761904"
"4000","0.02622222222222222","0","0.04644444444444444"
"6000","0.02456521739130435","0","0.042028985507246375"
"8000","0.031074074074074073","0.021111111111111112","0.03988888888888889"
"10000","0.030179389916232018","0.017117117117117116","0.0387719298245614"
"12000","0.02950617283950617","0.014074074074074074","0.0417037037037037"
"14000","0.03192146427995484","0.01217948717948718","0.043018867924528296"
"16000","0.030355798421372194","0.018444444444444444","0.03737704918032787"
"18000","0.03152668032387084","0.021442786069651738","0.04151960784313726"
"20000","0.02987933723196881","0.019155555555555554","0.04219298245614035"
"22000","0.027199514278562178","0.01752032520325203","0.038174603174603174"
"24000","0.025029982363315693","0.01596296296296296","0.035238095238095235"
"26000","0.02443847621314484","0.014810996563573882","0.036565656565656565"
"28000","0.022144444444444442","0.014366666666666665","0.0354"
"30000","0.022266666666666667","0.016666666666666666","0.0322"
"32000","0.02387777777777778","0.014466666666666666","0.03693333333333333"
"34000","0.021766666666666667","0.013900000000000001","0.031933333333333334"
"36000","0.025244444444444448","0.019466666666666667","0.03073333333333333"
"38000","0.02485555555555555","0.019099999999999995","0.029933333333333336"
"40000","0.024155555555555555","0.012333333333333333","0.0302"
"42000","0.02181111111111111","0.012333333333333333","0.0272"
"44000","0.02042222222222222","0.0137","0.027099999999999996"
"46000","0.019144444444444443","0.013699999999999997","0.0271"
"48000","0.02","0.016266666666666665","0.0271"
"50000","0.02494444444444444","0.02023333333333333","0.032233333333333336"
"52000","0.023566666666666666","0.018233333333333334","0.032233333333333336"
"54000","0.02304444444444444","0.015266666666666666","0.033633333333333335"
"56000","0.02185555555555556","0.015266666666666666","0.03006666666666667"
"58000","0.01863333333333333","0.010533333333333332","0.027766666666666665"
"60000","0.016966666666666668","0.010533333333333332","0.027766666666666665"
"62000","0.015455555555555556","0.010533333333333332","0.02323333333333333"
"64000","0.012655555555555554","0.009233333333333333","0.016133333333333333"
"66000","0.011333333333333332","0.009266666666666664","0.013233333333333333"
"68000","0.010755555555555555","0.009266666666666664","0.0115"
"70000","0.009688888888888888","0.008299999999999998","0.0115"
"72000","0.010044444444444444","0.008299999999999998","0.0115"
