"Step","Grouped runs - mean_int_return_100","Grouped runs - mean_int_return_100__MIN","Grouped runs - mean_int_return_100__MAX"
"2000","23.018056917578605","22.170087049708574","24.197375910177037"
"4000","16.300112758796008","14.692666206564754","17.643807954359797"
"6000","12.196210016591467","10.781493691762192","13.816284820255397"
"8000","9.996522614670944","9.10564800409969","11.075404825690784"
"10000","8.616644913298295","7.84889523242095","9.33523974292544"
"12000","7.878415844330964","7.366352596630783","8.35896584791797"
"14000","7.362395102494372","6.933759898685451","7.627327934400228"
"16000","6.963519981215725","6.67434209541744","7.232347685723189"
"18000","6.724863621825915","6.528244176262269","6.920339755717619"
"20000","6.506945051463354","6.392328468448328","6.590187804108582"
"22000","6.342052334929445","6.280649555465897","6.390081887269713"
"24000","6.255291501905499","6.217428821948189","6.294612588510952"
"26000","6.261120485316247","6.199813446819117","6.303679471296599"
"28000","5.236851026662198","5.075090099655383","5.430366530785162"
"30000","4.743443541487835","4.532025832529704","4.994135596155015"
"32000","4.800212816789941","4.326501642404415","5.20670063331438"
"34000","5.008432370280342","4.57473856284353","5.493239365438813"
"36000","5.231717078584771","4.920005812898686","5.721070698108525"
"38000","5.406552469622073","5.156777978119907","5.892814257553197"
"40000","5.4524625728874625","5.206760445030289","5.899203992244439"
"42000","5.657882232983947","5.390718986502267","6.040155091286056"
"44000","5.763691721600402","5.3724425166670695","6.21293110106024"
"46000","6.025015393350585","5.530082332227496","6.4580687661336285"
"48000","6.18836963419368","5.584214699572884","6.65142437936843"
"50000","6.3526872180871825","5.770120099492371","6.782582165466856"
"52000","6.489822567697246","5.813979290572461","7.09289812923339"
"54000","6.634248612467995","5.902829228243791","7.289912248314474"
"56000","6.779473423699964","5.9910148572917095","7.440762293519393"
"58000","6.923890375862189","6.023835307944565","7.580114744813471"
"60000","7.042930358041038","6.1413535925085885","7.690695649545872"
"62000","7.119010610132847","6.2334188302523685","7.867987659054867"
"64000","7.228429635239725","6.380377198534669","8.071686096121207"
"66000","7.360091269919358","6.377827098664362","8.34809706775192"
"68000","7.46381900645418","6.460807128618938","8.470554447684089"
"70000","7.534870283815972","6.5447441317746415","8.528554139611021"
"72000","7.566442131249197","6.5142165068899045","8.44747602001205"
"74000","7.585214592135066","6.560344078197611","8.510034137907263"
"76000","7.564644861660646","6.419085527313059","8.591948342385994"
"78000","7.735802029239848","6.622158996726503","8.652495494438627"
"80000","7.697639012185992","6.652671938227257","8.40710073486279"
"82000","7.702439630595928","6.625061984898407","8.375437073064735"
"84000","7.684270745634703","6.565515305607929","8.461356719562609"
"86000","7.694333150929869","6.601487858981941","8.371972999818857"
"88000","7.670588869629991","6.6232005149810576","8.264988008555259"
"90000","7.738671744511618","6.7200264551383455","8.308119781322661"
"92000","7.776235893922762","6.8597960887090315","8.258529181430932"
"94000","7.862710256974","7.049970004482195","8.38406313612894"
"96000","7.9669516752651175","7.174958307269147","8.513424026259514"
"98000","8.00465842044957","7.269694355521351","8.492418781668995"
"100000","8.06102914584112","7.459598834270729","8.364345369964433"
"102000","8.089257097946462","7.712003191701837","8.330486391918676"
"104000","8.079823988612704","7.783157938692604","8.296606467116451"
"106000","8.08403371711867","7.932080792545224","8.345053993406298"
"108000","8.025290697451467","7.86249749740772","8.26460489924351"
"110000","8.059170026305113","7.797517430535577","8.203700923882192"
"112000","8.138625131945496","7.760946788746516","8.342873311311765"
"114000","8.169800355225744","7.746910329143868","8.47035744828271"
"116000","8.181130157831882","7.843903171055894","8.479170043047459"
"118000","8.140206104663607","7.883178851579084","8.532480896525026"
"120000","8.198079854975804","7.914968692173832","8.4678810955729"
"122000","8.136310130488225","7.668959760506347","8.542935994363216"
"124000","8.109633164933262","7.556629823253548","8.674541231319424"
"126000","8.215172623561365","7.747367428382569","8.694430008690807"
"128000","8.190849790283247","7.869733389099826","8.53363047564542"
"130000","8.237759838796455","7.890544951823307","8.613728555693584"
"132000","8.289009510367313","8.024663489465194","8.720166702908987"
"134000","8.276960938466402","7.9151021086809354","8.784136142308942"
"136000","8.26609491673993","8.017183493924152","8.611818897300925"
"138000","8.231454890226267","8.036435920865102","8.494413907912676"
"140000","8.251998065443631","8.046592047556071","8.661962132910906"
"142000","8.23338605106325","7.995120120483334","8.606658140549612"
"144000","8.263538585306863","8.023664700184483","8.566038700880192"
"146000","8.26061883068436","7.982236524199717","8.60291076614661"
"148000","8.270142945194115","7.986476457966318","8.600392973602284"
"150000","8.252876378963917","8.048066765314317","8.554367213625753"
"152000","8.18427488175739","7.942084419060848","8.66667939233128"
"154000","8.209270625368246","7.881664719874096","8.809940317282917"
