"Step","Grouped runs - mean_ext_return_100","Grouped runs - mean_ext_return_100__MIN","Grouped runs - mean_ext_return_100__MAX"
"2000","0.040952380952380955","0","0.06904761904761904"
"4000","0.02622222222222222","0","0.04644444444444444"
"6000","0.0314975845410628","0","0.04782608695652174"
"8000","0.034777777777777776","0.021111111111111112","0.04655555555555555"
"10000","0.036348980559506874","0.017117117117117116","0.050526315789473676"
"12000","0.032085882984433704","0.019555555555555555","0.041739130434782605"
"14000","0.03379051765844219","0.022692307692307692","0.04245283018867924"
"16000","0.033628415300546444","0.02933333333333333","0.036885245901639344"
"18000","0.030898692810457512","0.025882352941176467","0.03372549019607843"
"20000","0.02788323586744639","0.023466666666666663","0.030577777777777773"
"22000","0.026565448787017987","0.02146341463414634","0.031124497991967866"
"24000","0.02650617283950617","0.02348148148148148","0.031037037037037033"
"26000","0.02471655328798186","0.021564625850340136","0.028503401360544214"
"28000","0.02392222222222222","0.018766666666666668","0.02796666666666666"
"30000","0.026644444444444443","0.02066666666666667","0.0313"
"32000","0.023522222222222222","0.014499999999999999","0.0313"
"34000","0.019077777777777777","0.014499999999999999","0.02496666666666666"
"36000","0.01812222222222222","0.014499999999999999","0.02496666666666666"
"38000","0.01572222222222222","0.009766666666666667","0.022499999999999996"
"40000","0.015477777777777776","0.002999999999999999","0.028533333333333327"
"42000","0.01452222222222222","0.002999999999999999","0.02083333333333333"
"44000","0.014577777777777778","0.002999999999999999","0.0215"
"46000","0.013866666666666666","0.002999999999999999","0.0215"
"48000","0.01592222222222222","0.002999999999999999","0.02583333333333333"
"50000","0.015755555555555554","0.0059","0.02743333333333333"
"52000","0.018077777777777776","0.012266666666666665","0.026633333333333332"
"54000","0.016266666666666665","0.012266666666666665","0.023933333333333334"
"56000","0.013544444444444444","0.010366666666666666","0.017666666666666667"
"58000","0.0152","0.010366666666666666","0.02263333333333333"
"60000","0.017666666666666664","0.012599999999999998","0.024666666666666663"
"62000","0.019477777777777774","0.01023333333333333","0.032466666666666665"
"64000","0.021722222222222216","0.01023333333333333","0.03476666666666666"
"66000","0.025122222222222216","0.01023333333333333","0.03753333333333333"
"68000","0.023455555555555552","0.01023333333333333","0.03253333333333333"
"70000","0.020888888888888887","0.004299999999999998","0.03076666666666666"
