"Step","Grouped runs - mean_int_return_100","Grouped runs - mean_int_return_100__MIN","Grouped runs - mean_int_return_100__MAX"
"2000","9.866370132139751","7.755770285687011","12.307359878532589"
"4000","7.774772897035933","6.110225082122099","9.214911964822871"
"6000","7.144367361492975","6.174727431250453","7.925387391763356"
"8000","6.599834025432631","5.912897637106556","7.374175245199584"
"10000","6.208036928862948","5.751426152617817","6.561689822529183"
"12000","5.8405111169381305","5.355900872773781","6.448662066894338"
"14000","5.753615322664633","5.031823542291235","6.326256966213795"
"16000","5.70774436829295","5.250374125710757","6.185798453744435"
"18000","5.5937556856936945","5.120452876544005","6.092809380348754"
"20000","5.503990617135909","4.96306559556354","6.106763355494983"
"22000","5.402436553522922","4.925784579394995","5.981305614453237"
"24000","5.342715270509335","4.882265087541342","5.958669476581208"
"26000","5.38733618371549","4.926791919340535","5.994576878053608"
"28000","5.036000310686705","4.577742859319427","5.641027031632184"
"30000","4.917300722915653","4.675541976218337","5.38201768696263"
"32000","4.764002761988054","4.406068134358276","5.30819173398557"
"34000","4.6285646270164795","4.2658668702512434","5.18251546065227"
"36000","4.678346853931796","4.265475962071047","5.162403627920852"
"38000","4.744215350528685","4.269408072400074","5.1840942695696945"
"40000","4.729618989607285","4.286499855844252","5.242627988093613"
"42000","4.554651189816256","4.0894106883889245","4.994919505103033"
"44000","4.476677573667655","3.9578502889898437","4.968372970897858"
"46000","4.4153184856001175","4.052741076771177","4.795996086217645"
"48000","4.500241825653958","4.093301048344444","4.888523646583643"
"50000","4.496841737262609","3.957977302998035","4.883593814407628"
"52000","4.303516708238775","3.7129435705919245","4.772033092085098"
"54000","4.33515037760116","3.8418239612680405","4.811059281365044"
"56000","4.275690529665357","3.858501777196783","4.651019234206586"
"58000","4.297156293272162","3.7946108954578093","4.62300837571788"
"60000","4.34916679931651","3.8529094099223","4.728252302131592"
"62000","4.2909782141879385","3.762167323848509","4.720350002528101"
"64000","4.312887526847125","3.868093464505655","4.999583752209392"
"66000","4.262123625039519","3.810466539313711","4.893689896969894"
"68000","4.3269033277037705","3.967892080586375","4.932885011084842"
"70000","4.296131140411796","3.9983728614041576","4.878764731412461"
"72000","4.301232128075376","3.8812370219005095","4.857764195131777"
"74000","4.258266810909877","3.8869758423876486","4.695106305094754"
"76000","4.2264963359884495","3.829349166542175","4.664953864237174"
"78000","4.2957884160164825","3.8363626285150394","4.7712986163809346"
"80000","4.288774445996022","4.011647089018473","4.702150923045361"
"82000","4.314605899652278","3.887413223598216","4.765483363270681"
"84000","4.257192978567706","3.813361767826433","4.658421847470157"
"86000","4.246907279880684","3.8114876760173155","4.6596924573758844"
"88000","4.215942970495572","3.7928155125950385","4.511585472275655"
"90000","4.182939832278185","3.7184640289441178","4.480563919820916"
"92000","3.9797803021663882","3.5503609700406686","4.201025217158167"
"94000","4.01086035135149","3.602598048428657","4.261295311445669"
"96000","4.002745790112956","3.645448278609374","4.235595831931322"
"98000","4.096498673708589","3.6277161942509575","4.340204456548192"
"100000","4.047038012351812","3.7274182428146974","4.215121750012106"
"102000","3.979812822309327","3.73395592099672","4.116588034087102"
"104000","3.986407241978899","3.8848074413898668","4.08826062703053"
"106000","4.023596286075904","3.6270122771851407","4.278195202237698"
"108000","3.9234164750207436","3.6946228816898254","4.100711036604294"
"110000","3.971489089059725","3.567349959280971","4.3693440223383115"
"112000","4.1146058398455985","3.831004018745487","4.471601323436615"
"114000","4.036409721806671","3.774848215206715","4.477943396148032"
"116000","4.006544005854648","3.6767651687928447","4.391699576037303"
"118000","3.9843833430902755","3.6474595747932694","4.333515691482244"
"120000","3.9953285774133604","3.6044870676246132","4.428447755062799"
"122000","3.959920597694199","3.6224704350432733","4.313227567784473"
"124000","3.854823247038363","3.606220584643379","4.099128687193486"
"126000","3.819505694459245","3.58221320055925","4.165232591347085"
"128000","3.8674434457783016","3.675885967599541","4.165223451263141"
"130000","3.796416666999525","3.5428257757460013","3.9909168356845486"
"132000","3.78651722732889","3.618784777603003","4.026475152861445"
"134000","3.7997909834198276","3.686705835931447","3.856599125266827"
"136000","3.7576894090403616","3.5891946745287133","3.9476662645366245"
"138000","3.634199535887696","3.3947977661508797","4.040482359650814"
"140000","3.6528892911724804","3.3967156104265888","3.965713499309928"
"142000","3.7274884219639204","3.64559226812212","3.8458337395701205"
"144000","3.8057676794605118","3.7315736426472723","3.9002522205603434"
"146000","3.7931380992878085","3.6684824231576494","3.9073957315582346"
"148000","3.768495149284378","3.581878386278259","3.985489258391975"
"150000","3.757688786216768","3.6262648015773165","3.8912661223581386"
"152000","3.660832960012772","3.510837571470962","3.8212994439572645"
"154000","3.5371546112925327","3.4427154803532094","3.5848528063534992"
"156000","3.5418634096518873","3.364081003353807","3.6357339623840748"
"158000","3.5303648969808226","3.436637451060902","3.578469716151034"
"160000","3.541653511150539","3.377175335346634","3.6797717999733868"
"162000","3.604823042908103","3.331994324837657","3.9924205595153035"
"164000","3.5155648164210835","3.2637588274004723","3.8807391526896673"
"166000","3.4608690764511443","3.181762806140729","3.7962706002905766"
"168000","3.4700544071137007","3.0476752635939035","3.8226103954291757"
"170000","3.4985098521157325","3.079984351072488","3.855488070499748"
"172000","3.511080099631879","3.1129221329130004","3.8639371428674485"
"174000","3.4923134668513662","3.0694787348393646","3.7980708688035296"
"176000","3.4999606395289113","2.928293886381411","3.945398795531939"
"178000","3.5942146226075766","3.0192181255891177","3.906904963148965"
"180000","3.6392584343706","3.0983536736549655","3.9755861433094064"
"182000","3.612377677464399","3.147040848815392","3.8685798933752342"
"184000","3.5887058353696566","3.2462873410829713","3.8116381782598974"
"186000","3.5239188612133603","3.1832582621203405","3.794531572952459"
"188000","3.4697050782673617","3.2661254963121706","3.674926908639405"
"190000","3.4856788620648245","3.2583027052749918","3.8013929988210515"
"192000","3.494032250814469","3.1938048544056317","3.7456115243522867"
"194000","3.4690688947284","3.335481098096742","3.6933698287875747"
"196000","3.4241440878588545","3.306611601761757","3.6017826944059452"
"198000","3.5433296048261944","3.394970974472666","3.7152100150184957"
"200000","3.520951523475697","3.2763327181179642","3.757034379182353"
"202000","3.6045511868818814","3.3864918428751567","3.7598933101615684"
"204000","3.6223232504183236","3.186472138814586","3.9100876484319396"
"206000","3.696345776333389","3.3819729226745623","3.9034278226892876"
"208000","3.6632596789306007","3.3980700586001125","3.94980086829134"
"210000","3.699211202884561","3.4952234011337873","4.033132631079696"
"212000","3.7324589577825815","3.5039405979366256","4.1607539445794695"
"214000","3.7818947549155553","3.590197510903916","4.138504609306264"
"216000","3.780024116519268","3.5951113306748885","4.039530446188417"
"218000","3.825933291952428","3.5728688846082224","4.0396457537377515"
"220000","3.7639445326440537","3.6293173282774847","4.000659561986527"
"222000","3.834672992883141","3.6859739582124753","4.081782330365508"
"224000","3.8116429914404164","3.5602448010559016","4.123287095128128"
"226000","3.8004262523870307","3.635798267080493","3.9827651742930374"
"228000","3.733774601935901","3.5224388263369475","3.972929608471434"
"230000","3.724692619771279","3.402715235779383","4.004600670460983"
"232000","3.6746740711895822","3.459773583252711","4.042801780903875"
"234000","3.6555029684383817","3.517006426206034","3.9075969220729347"
"236000","3.711413814848503","3.535229937655589","4.047687756753268"
"238000","3.6487456563881704","3.5199100818566595","3.8929083495882115"
"240000","3.6017079958572302","3.371230502563077","3.8643539850114577"
"242000","3.5308418689296173","3.1972175083868644","3.7370986325699453"
"244000","3.521648098815548","3.247039604688019","3.7974336617265214"
"246000","3.616741220731529","3.3200307816453933","3.8769197714616173"
"248000","3.6007050507655687","3.259125761489013","3.836135873896885"
"250000","3.559944943814946","3.2793653312628224","3.815962797116896"
"252000","3.5683780483948713","3.222094176860257","3.9857792548520807"
"254000","3.5802786586201467","3.29344053296197","4.011465284430335"
"256000","3.5519180081090926","3.3181568928416163","3.948629594802128"
"258000","3.5644828503535906","3.275700996797923","3.916112154715036"
"260000","3.604892955265882","3.197849665964428","4.048315447339512"
"262000","3.6130142379078265","3.193107409963208","4.058145943675787"
"264000","3.5619770592087145","3.2926654370163133","3.814619572565367"
"266000","3.685888633525146","3.458116505692691","4.093974079138948"
"268000","3.7045292505976266","3.40077535353836","4.230027073357283"
"270000","3.647527902215643","3.359502256934951","4.050175904473369"
"272000","3.624658622055646","3.370141171819463","4.050291342630607"
"274000","3.618068493099089","3.322840507371633","4.128328428981087"
"276000","3.5436604759467536","3.3528751975109543","3.874642347174104"
"278000","3.5622259742889724","3.354060664079827","3.7972685809224385"
"280000","3.510924270098858","3.278304244029952","3.752239708709796"
"282000","3.6260072422370015","3.354473453999517","3.8120624488958605"
"284000","3.592600554871107","3.255198713890917","3.8618031365404963"
"286000","3.5906903987180505","3.2419859272288294","3.8878231374013774"
"288000","3.5566091039527756","3.219072869592739","3.899528829040892"
"290000","3.5494649318668845","3.1455231074092507","3.993452910907442"
"292000","3.4930895143047898","3.146827230602525","3.804493430174949"
"294000","3.566016525404167","3.094650056400697","3.802169680679023"
"296000","3.5627018845930105","3.1483959494084375","3.8907646932973976"
"298000","3.539401301810225","3.173679878704755","3.77403470081121"
"300000","3.5281941640913224","3.0608574602919147","3.83227038992738"
"302000","3.538616873919191","3.1054228533997117","3.782907999419538"
"304000","3.531607845347102","3.111166834635154","3.7516460895490202"
"306000","3.5608128756136335","3.07421056087294","3.852069411261724"
"308000","3.543759605830322","3.1677078314675966","3.9064086980270547"
"310000","3.508701983100186","3.083623352529894","3.957929313284538"
"312000","3.5359813247749643","3.145053366322163","3.9122215561096856"
"314000","3.652245663573726","3.290040305842418","3.9298033583978973"
"316000","3.6620960538837157","3.2434741921068535","3.9842397886100365"
"318000","3.6157234592186516","3.1408275988237495","4.031319229656485"
"320000","3.635652799366106","3.3587881372916906","4.100431976809736"
"322000","3.5653474675425163","3.361071302630519","3.8502176967085124"
"324000","3.6270955402080074","3.326921078386151","3.978953105141214"
"326000","3.6500209334293365","3.37950339843695","3.977863712627572"
"328000","3.7485252166841136","3.525869386560122","4.16783033422017"
"330000","3.710783466309272","3.4267429641795","4.200416613469586"
"332000","3.673881695372606","3.365181795938637","4.049639716434919"
"334000","3.6789956117181144","3.4339515496082154","4.067814009281953"
"336000","3.722697403882188","3.5310999949660755","3.997543472339109"
"338000","3.799944264646868","3.6514828404705746","4.060800830062887"
"340000","3.713562978474678","3.5149021945347028","4.0783269321269815"
"342000","3.7423146767303948","3.5556966793156333","3.9929495809872217"
"344000","3.714655944598787","3.517690975062183","3.888636973128223"
"346000","3.709928614170606","3.6202668705567747","3.8310063129933276"
"348000","3.7441730173187096","3.5491753655851346","3.950945281213747"
"350000","3.734467532889873","3.686923361637815","3.825076738169873"
